loan_id,customer_id,loan_amount,interest_rate,tenure_months,origination_date
LOAN000357,CUST000767,4008,28.82,36,2023-06-21 15:01:05.053138733
LOAN000358,CUST000520,19287,19.59,6,2023-08-07 16:25:25.742412806
LOAN000359,CUST000989,12057,15.02,6,2019-04-11 17:10:56.735517502
LOAN000360,CUST000116,4479,8.2,36,2023-02-07 11:47:44.667508841
LOAN000361,CUST000266,16582,12.17,24,2019-03-10 20:03:01.576379299
LOAN000362,CUST000610,977,33.48,12,2020-11-01 10:50:30.035251141
LOAN000363,CUST000484,15685,14.15,24,2021-09-17 05:45:14.873825312
LOAN000364,CUST000508,18352,10.07,6,2019-09-28 10:22:09.836526871
LOAN000365,CUST000297,19149,18.82,6,2022-09-24 18:27:23.479298115
LOAN000366,CUST000908,17872,14.21,24,2019-01-16 06:08:11.600303173
LOAN000367,CUST000163,18899,6.05,6,2019-11-04 20:41:04.914863586
LOAN000368,CUST000375,2737,14.69,12,2021-11-26 12:50:24.977395296
LOAN000369,CUST000652,7342,21.32,36,2022-07-28 11:19:13.867400169
LOAN000370,CUST000267,9357,21.55,24,2023-08-01 18:58:02.396849394
LOAN000371,CUST000548,8713,15.7,12,2022-07-12 05:41:06.987778664
LOAN000372,CUST000073,2983,18.42,12,2022-05-11 16:03:17.062737225
LOAN000373,CUST000507,1304,33.97,6,2020-12-21 01:36:23.031617403
LOAN000374,CUST000072,17028,16.32,12,2019-01-03 08:17:19.191431522
LOAN000375,CUST000307,11931,12.75,24,2019-08-08 09:51:33.677387714
LOAN000376,CUST000198,15564,12.3,12,2021-09-03 02:19:06.129799128
LOAN000377,CUST000129,17707,18.73,36,2022-05-17 18:53:31.622085094
LOAN000378,CUST000757,19656,27.79,12,2021-02-01 06:15:12.936522961
LOAN000379,CUST000823,14094,11.18,12,2022-08-27 05:16:37.204392672
LOAN000380,CUST000571,6620,26.28,36,2021-08-10 22:05:35.630294561
LOAN000381,CUST000790,754,5.63,12,2019-05-16 10:41:51.344610453
LOAN000382,CUST000614,18930,17.57,12,2019-12-17 14:55:12.656709909
LOAN000383,CUST000807,8512,28.28,6,2023-03-14 20:04:55.687593222
LOAN000384,CUST000831,3766,15.16,24,2022-08-16 16:34:34.349050045
LOAN000385,CUST000486,4377,21.91,6,2023-06-22 20:02:57.547808170
LOAN000386,CUST000852,19053,11.15,24,2019-08-03 15:49:43.987713337
LOAN000387,CUST000150,5615,27.26,36,2023-12-14 03:30:44.485095501
LOAN000388,CUST000668,9305,6.57,36,2020-01-18 09:02:23.395710707
LOAN000389,CUST000205,15298,30.58,36,2019-01-22 12:14:28.674188852
LOAN000390,CUST000985,4085,10.95,24,2023-12-27 07:03:46.371898651
LOAN000391,CUST000178,13235,31.23,24,2020-05-28 05:46:55.040687799
LOAN000392,CUST000196,8267,15.58,24,2022-05-04 19:17:04.152877569
LOAN000393,CUST000734,7548,26.68,36,2019-11-19 14:55:32.651264668
LOAN000394,CUST000088,19503,14.58,24,2021-11-25 11:56:06.702342749
LOAN000395,CUST000798,3781,32.18,12,2023-07-09 18:25:45.286984682
LOAN000396,CUST000433,17056,8.8,6,2020-08-07 15:37:10.132982016
LOAN000397,CUST000787,9624,10.36,36,2022-05-08 21:12:36.886204720
LOAN000398,CUST000747,4853,19.79,6,2019-12-10 02:41:12.751806498
LOAN000399,CUST000182,7182,7.46,12,2022-02-14 21:02:00.792418003
LOAN000400,CUST000208,4102,10.88,24,2020-09-06 08:36:00.784981966
LOAN000401,CUST000492,5729,33.31,6,2020-01-21 15:59:26.607690334
LOAN000402,CUST000129,12378,34.29,12,2020-07-25 20:53:24.684129953
LOAN000403,CUST000664,8517,16.29,12,2019-11-23 13:31:51.550628901
LOAN000404,CUST000012,2097,32.7,6,2023-07-05 21:34:17.435594559
LOAN000405,CUST000633,9063,21.34,36,2020-12-26 06:19:05.181462765
LOAN000406,CUST000870,15884,13.09,6,2020-03-23 21:07:12.940308094
LOAN000407,CUST000731,4624,26.07,36,2021-03-29 19:01:30.808856010
LOAN000408,CUST000105,3507,24.77,24,2020-08-08 07:10:37.106860399
LOAN000409,CUST000374,6831,34.67,36,2022-09-21 07:25:45.764814615
LOAN000410,CUST000581,7895,12.95,24,2023-11-09 10:44:29.106491566
LOAN000411,CUST000706,11432,25.16,6,2021-03-10 20:23:13.096023560
LOAN000412,CUST000697,19277,6.56,24,2023-04-22 05:55:39.793380499
LOAN000413,CUST000098,3011,8.41,12,2021-10-30 06:23:00.008436441
LOAN000414,CUST000593,18899,5.12,24,2019-10-15 02:41:44.833522797
LOAN000415,CUST000586,16734,34.98,36,2022-06-15 01:51:03.776301861
LOAN000416,CUST000885,15294,29.07,36,2021-07-26 12:45:12.247350931
LOAN000417,CUST000851,5051,28.6,36,2022-04-03 00:10:48.990000725
LOAN000418,CUST000191,8198,20.29,24,2023-06-13 13:39:40.206746340
LOAN000419,CUST000324,16217,14.0,36,2021-03-15 05:36:16.647949934
LOAN000420,CUST000978,8202,9.54,36,2023-07-04 13:12:29.375558615
LOAN000421,CUST000725,5665,13.54,12,2022-10-02 17:19:07.974765301
LOAN000422,CUST000826,1273,16.28,24,2021-06-11 04:37:20.178036451
LOAN000423,CUST000955,8724,27.69,12,2022-01-06 11:36:24.743068457
LOAN000424,CUST000466,14494,21.19,36,2020-08-17 12:16:03.185447454
LOAN000425,CUST000893,13356,7.32,36,2023-12-02 01:10:05.029507399
LOAN000426,CUST000366,935,5.54,36,2022-05-03 13:59:50.530273914
LOAN000427,CUST000317,18746,8.07,24,2019-03-22 01:32:40.069724321
LOAN000428,CUST000143,11924,17.31,6,2020-08-19 09:52:42.231002569
LOAN000429,CUST000383,4667,33.0,36,2022-02-12 04:07:54.282204866
LOAN000430,CUST000215,3915,24.12,36,2019-04-13 20:44:58.438585997
LOAN000431,CUST000360,16730,29.05,36,2019-02-13 14:42:02.881332397
LOAN000432,CUST000323,2529,18.99,36,2021-04-01 17:51:44.183039188
LOAN000433,CUST000014,9282,15.85,24,2020-08-30 11:48:51.965465546
LOAN000434,CUST000216,9218,8.25,6,2021-03-11 07:59:53.514403582
LOAN000435,CUST000491,11730,31.28,6,2020-04-24 16:16:17.803852797
LOAN000436,CUST000950,2707,28.49,6,2019-10-28 18:35:25.951305151
LOAN000437,CUST000546,6030,10.04,36,2022-06-12 09:01:06.514702797
LOAN000438,CUST000182,4122,20.37,36,2021-07-28 14:33:52.557552338
LOAN000439,CUST000269,12091,19.62,6,2020-01-01 11:33:29.353652000
LOAN000440,CUST000944,6717,23.75,6,2020-08-06 13:41:13.259105444
LOAN000441,CUST000466,3251,33.39,36,2021-12-16 15:23:23.083575249
LOAN000442,CUST000869,5680,22.39,36,2019-05-12 21:22:44.251295090
LOAN000443,CUST000611,7154,21.21,12,2019-09-27 05:58:50.441091776
LOAN000444,CUST000518,7719,6.51,12,2019-05-14 17:54:55.275848150
LOAN000445,CUST000541,15923,6.89,12,2023-01-23 06:59:41.239908695
LOAN000446,CUST000466,13347,10.62,6,2022-10-05 21:34:56.050619125
LOAN000447,CUST000304,4673,5.97,24,2022-10-07 13:11:09.336035728
LOAN000448,CUST000984,15439,27.3,36,2022-08-01 00:14:30.668976307
LOAN000449,CUST000143,3591,26.7,12,2022-05-07 07:08:48.504869938
LOAN000450,CUST000110,806,9.08,24,2021-05-20 23:41:37.318319321
LOAN000451,CUST000231,15828,30.08,36,2022-03-18 19:11:53.655128956
LOAN000452,CUST000690,7097,9.64,24,2019-03-12 01:09:24.397301435
LOAN000453,CUST000583,5333,14.04,6,2022-02-08 19:03:24.690639257
LOAN000454,CUST000721,5855,12.47,6,2022-11-21 09:42:45.242813110
LOAN000455,CUST000731,17818,16.17,6,2021-07-02 15:42:17.227747917
LOAN000456,CUST000591,18331,12.64,12,2020-10-14 19:39:50.777982712
LOAN000457,CUST000499,6951,19.67,36,2020-05-21 13:56:57.213305235
LOAN000458,CUST000594,12226,17.22,6,2022-03-19 18:09:25.366691113
LOAN000459,CUST000553,7965,34.6,12,2022-06-19 01:19:11.023525715
LOAN000460,CUST000272,12218,6.68,12,2023-05-10 09:17:02.746953964
LOAN000461,CUST000702,3417,9.27,12,2020-09-17 02:26:55.787173748
LOAN000462,CUST000172,12312,6.58,12,2022-11-06 14:30:05.755917311
LOAN000463,CUST000972,11447,23.78,6,2021-10-22 00:51:27.501384735
LOAN000464,CUST000006,10490,6.64,12,2023-06-01 01:25:34.922914028
LOAN000465,CUST000154,14963,30.09,6,2021-08-21 18:50:16.202210188
LOAN000466,CUST000521,16648,20.36,6,2021-08-03 04:36:34.558964968
LOAN000467,CUST000545,7160,20.81,12,2021-11-21 04:53:06.781439066
LOAN000468,CUST000547,15604,21.85,6,2022-09-30 05:59:46.045543432
LOAN000469,CUST000920,3157,10.12,36,2023-10-28 12:35:43.959042549
LOAN000470,CUST000517,4528,10.93,36,2019-05-15 07:50:25.566546202
LOAN000471,CUST000919,502,14.56,24,2019-04-08 13:43:04.854662180
LOAN000472,CUST000913,8705,22.8,36,2023-09-08 23:12:21.551541090
LOAN000473,CUST000214,15861,11.3,6,2021-08-25 13:16:09.885755539
LOAN000474,CUST000133,967,8.49,6,2022-01-27 19:30:34.957373142
LOAN000475,CUST000284,13879,34.1,36,2021-05-30 21:43:54.898634672
LOAN000476,CUST000125,15255,5.66,12,2019-06-21 00:26:39.131051779
LOAN000477,CUST000920,8310,29.08,12,2022-11-03 12:44:56.111350775
LOAN000478,CUST000438,464,28.64,6,2022-09-26 10:22:22.246904135
LOAN000479,CUST000848,15466,13.92,12,2020-07-23 04:05:10.899963617
LOAN000480,CUST000685,6671,9.07,24,2020-07-13 04:37:43.258401871
LOAN000481,CUST000151,17063,9.37,24,2023-03-10 21:33:38.436492443
LOAN000482,CUST000330,14117,25.92,36,2019-05-13 02:59:04.067721128
LOAN000483,CUST000537,6568,24.28,36,2023-05-28 21:33:07.277681351
LOAN000484,CUST000382,4250,28.48,12,2020-04-13 15:56:30.832794905
LOAN000485,CUST000114,13165,33.12,6,2021-12-18 18:57:48.908292294
LOAN000486,CUST000893,19523,25.76,36,2023-09-06 03:00:32.042066097
LOAN000487,CUST000481,4237,9.68,24,2022-05-23 06:02:25.826431274
LOAN000488,CUST000283,12336,12.3,36,2021-01-26 17:58:19.565599442
LOAN000489,CUST000898,16936,30.27,36,2022-06-13 02:08:49.815855265
LOAN000490,CUST000074,12253,11.28,24,2020-09-20 02:33:48.894942999
LOAN000491,CUST000165,13933,7.18,6,2020-05-21 06:34:22.217112303
LOAN000492,CUST000188,1481,26.1,36,2023-12-25 22:38:52.699953794
LOAN000493,CUST000077,8254,17.08,36,2022-10-02 22:37:51.928402901
LOAN000494,CUST000946,1567,32.6,36,2022-03-23 06:12:29.839610815
LOAN000495,CUST000601,13539,24.51,12,2020-10-10 18:12:47.967996359
LOAN000496,CUST000687,19222,7.71,36,2019-03-31 18:25:27.036807060
LOAN000497,CUST000020,17364,33.44,24,2019-02-26 17:02:11.527312756
LOAN000498,CUST000565,12106,12.76,6,2021-10-08 22:26:21.619637489
LOAN000499,CUST000183,3249,15.12,6,2022-10-23 11:19:19.080535412
LOAN000500,CUST000870,7992,17.07,24,2021-09-08 06:06:20.311241388
LOAN000501,CUST000221,16236,6.54,12,2023-03-16 06:33:53.973575115
LOAN000502,CUST000826,1268,19.9,24,2019-03-03 00:53:03.790598392
LOAN000503,CUST000327,12456,8.7,6,2020-10-31 16:32:34.790245533
LOAN000504,CUST000178,3229,17.03,24,2020-03-08 21:22:22.162141800
LOAN000505,CUST000787,15132,15.52,12,2021-03-27 17:17:26.003463745
LOAN000506,CUST000111,2626,28.19,6,2019-05-13 03:49:22.999221087
LOAN000507,CUST000735,11159,29.1,12,2023-10-09 05:51:54.216758490
LOAN000508,CUST000725,3616,9.6,24,2020-02-12 15:56:40.907269239
LOAN000509,CUST000058,19851,16.0,36,2023-08-12 03:12:57.430053473
LOAN000510,CUST000326,10486,16.2,24,2021-02-16 16:20:29.854779243
LOAN000511,CUST000904,3655,9.54,12,2023-12-05 13:36:34.616796017
LOAN000512,CUST000620,16112,28.95,24,2021-10-08 17:03:16.548336983
LOAN000513,CUST000896,14257,26.22,36,2023-08-27 16:49:09.982706070
LOAN000514,CUST000668,5211,10.71,12,2019-01-10 18:24:50.689928293
LOAN000515,CUST000190,6852,16.0,24,2022-09-28 06:49:02.791458368
LOAN000516,CUST000199,16929,8.17,12,2023-07-07 23:17:30.557632685
LOAN000517,CUST000311,6464,23.85,12,2019-09-13 03:06:50.858228445
LOAN000518,CUST000707,3726,8.64,6,2019-06-25 12:37:09.574715376
LOAN000519,CUST000034,3975,34.58,6,2021-02-14 06:28:11.774342299
LOAN000520,CUST000378,5597,28.42,12,2023-09-01 21:32:39.776531219
LOAN000521,CUST000386,16079,16.71,24,2021-09-17 09:32:55.009628773
LOAN000522,CUST000757,11629,22.36,24,2021-08-21 03:15:07.438108206
LOAN000523,CUST000236,16745,32.34,24,2019-09-15 16:42:39.630058050
LOAN000524,CUST000615,13482,21.62,36,2019-01-02 10:35:58.322937250
LOAN000525,CUST000518,4125,10.23,12,2023-01-19 07:34:45.612584829
LOAN000526,CUST000282,10558,16.36,12,2019-06-09 21:52:03.533911943
LOAN000527,CUST000000,13944,30.29,36,2022-03-03 09:50:04.042524576
LOAN000528,CUST000730,4275,24.33,12,2023-07-29 02:09:05.409625530
LOAN000529,CUST000463,9274,24.52,12,2020-01-16 23:57:41.192118406
LOAN000530,CUST000229,3543,31.0,36,2022-04-29 18:55:00.390887022
LOAN000531,CUST000966,10825,31.82,6,2019-05-24 16:53:11.132267714
LOAN000532,CUST000171,793,32.59,12,2022-01-07 10:57:55.524742365
LOAN000533,CUST000086,8447,7.85,36,2019-10-27 08:08:37.460591316
LOAN000534,CUST000552,11880,21.32,24,2022-09-05 20:25:43.809661865
LOAN000535,CUST000122,18296,27.22,6,2020-07-04 01:09:36.946973562
LOAN000536,CUST000842,13941,27.71,24,2021-04-26 03:38:51.251477242
LOAN000537,CUST000297,14354,23.2,12,2021-12-30 13:26:38.665746689
LOAN000538,CUST000884,14121,10.0,6,2019-11-09 17:53:09.416534185
LOAN000539,CUST000928,13468,28.92,36,2022-09-16 05:32:08.747154951
LOAN000540,CUST000689,5824,26.6,12,2020-07-06 14:54:37.037044048
LOAN000541,CUST000574,1507,7.58,36,2022-04-24 11:47:03.799739361
LOAN000542,CUST000483,8132,18.91,6,2019-10-17 00:35:47.089857578
LOAN000543,CUST000164,14672,10.22,24,2022-06-10 12:04:05.869412661
LOAN000544,CUST000698,17894,15.12,12,2019-08-23 01:42:50.770244360
LOAN000545,CUST000382,19981,5.54,12,2021-02-15 16:49:23.133128642
LOAN000546,CUST000208,7494,17.01,36,2020-03-27 09:33:32.311917067
LOAN000547,CUST000738,17035,21.5,6,2022-09-28 12:47:48.951386452
LOAN000548,CUST000431,11686,23.59,36,2020-04-23 11:25:19.335033417
LOAN000549,CUST000388,13026,24.9,6,2023-05-30 00:22:45.247698545
LOAN000550,CUST000559,1097,30.09,12,2023-06-17 11:07:44.200860262
LOAN000551,CUST000223,14490,11.46,6,2019-12-25 16:50:39.113964081
LOAN000552,CUST000002,6199,8.61,12,2022-01-25 21:11:04.898466587
LOAN000553,CUST000371,13609,30.55,6,2019-06-10 04:08:16.550648689
LOAN000554,CUST000686,5590,9.7,24,2020-12-15 22:43:18.670590401
LOAN000555,CUST000445,5716,34.24,6,2022-07-26 12:36:41.305189610
LOAN000556,CUST000610,16058,30.28,24,2022-04-19 02:33:51.731822729
LOAN000557,CUST000115,2348,20.03,6,2022-02-14 16:52:55.689870596
LOAN000558,CUST000269,17332,34.44,6,2020-05-30 22:04:14.912914515
LOAN000559,CUST000446,10848,7.92,36,2020-11-21 06:33:55.382447720
LOAN000560,CUST000367,10614,14.09,36,2019-07-07 23:30:42.643243313
LOAN000561,CUST000252,8795,24.15,12,2022-08-05 22:27:21.897655725
LOAN000562,CUST000316,8170,15.5,36,2021-07-09 02:25:21.470090866
LOAN000563,CUST000414,8994,32.85,6,2022-07-18 04:56:42.258897543
LOAN000564,CUST000094,16798,6.97,36,2020-03-30 13:42:03.710513353
LOAN000565,CUST000784,15223,21.48,6,2020-08-15 10:10:51.354131222
LOAN000566,CUST000891,2476,22.73,24,2020-09-02 06:39:10.584314108
LOAN000567,CUST000023,4478,24.58,6,2019-02-17 00:08:07.313143253
LOAN000568,CUST000627,11282,12.67,12,2020-09-14 18:04:55.124145269
LOAN000569,CUST000662,674,15.94,24,2023-01-06 20:01:10.667475462
LOAN000570,CUST000849,13430,30.31,12,2023-06-27 11:12:33.399851561
LOAN000571,CUST000049,9049,10.85,12,2021-08-04 06:23:58.071943998
LOAN000572,CUST000501,19294,29.81,12,2021-04-11 17:54:22.648633480
LOAN000573,CUST000717,5770,21.88,36,2019-02-26 06:51:29.123572350
LOAN000574,CUST000497,6667,27.87,12,2023-05-25 10:15:03.205230474
LOAN000575,CUST000334,12816,26.41,24,2019-01-24 18:09:34.535431623
LOAN000576,CUST000078,19943,11.23,6,2023-09-22 02:43:39.054476261
LOAN000577,CUST000581,6217,22.06,12,2021-06-12 07:24:46.377024889
LOAN000578,CUST000026,7937,31.03,24,2020-09-16 08:56:14.087107658
LOAN000579,CUST000270,16687,17.96,12,2023-08-15 14:56:55.278761148
LOAN000580,CUST000561,14631,34.0,6,2019-02-14 12:54:39.175404787
LOAN000581,CUST000803,19259,18.57,24,2021-11-27 16:21:52.533874273
LOAN000582,CUST000246,18476,9.28,24,2021-09-29 08:25:08.233172417
LOAN000583,CUST000775,18727,16.68,6,2020-02-05 11:29:50.145675421
LOAN000584,CUST000590,8598,33.55,24,2021-02-22 03:33:46.049369812
LOAN000585,CUST000386,18171,14.59,6,2022-04-06 00:49:04.067327261
LOAN000586,CUST000701,4209,31.04,24,2022-08-20 17:47:51.259752989
LOAN000587,CUST000558,18344,31.44,24,2019-01-02 07:24:56.217445850
LOAN000588,CUST000972,17206,15.51,6,2023-09-07 16:39:52.993111134
LOAN000589,CUST000360,13621,7.5,6,2019-10-28 10:09:35.711073399
LOAN000590,CUST000865,8820,26.74,24,2020-03-02 12:25:44.217698336
LOAN000591,CUST000983,4993,14.35,24,2020-04-26 02:27:37.022713900
LOAN000592,CUST000487,16827,28.49,6,2019-03-11 01:25:46.791322947
LOAN000593,CUST000351,8500,18.28,36,2019-08-13 16:38:10.551200628
LOAN000594,CUST000700,19890,19.56,6,2023-12-07 01:47:56.483177900
LOAN000595,CUST000927,14706,28.34,24,2020-07-29 14:03:29.875759840
LOAN000596,CUST000255,10239,16.47,24,2019-07-30 12:57:17.938866615
LOAN000597,CUST000221,17403,18.29,24,2019-07-15 08:47:06.106980085
LOAN000598,CUST000883,2144,16.29,6,2022-08-06 17:36:49.043407917
LOAN000599,CUST000752,16902,16.02,24,2023-04-10 10:37:01.677239180
LOAN000600,CUST000780,18233,20.78,36,2020-04-14 04:40:39.265172958
LOAN000601,CUST000000,17583,29.26,12,2019-02-08 04:20:18.486885548
LOAN000602,CUST000545,3492,15.85,36,2020-02-12 08:41:49.086057425
LOAN000603,CUST000445,19256,20.73,6,2019-04-14 04:44:37.080517530
LOAN000604,CUST000078,10772,25.12,24,2019-07-08 19:10:46.930349827
LOAN000605,CUST000235,14544,13.08,6,2021-02-26 22:24:42.639131069
LOAN000606,CUST000333,6884,13.33,12,2020-02-24 19:56:33.664704561
LOAN000607,CUST000888,18029,33.0,6,2021-07-31 02:48:43.849793434
LOAN000608,CUST000348,1170,26.71,24,2020-04-07 21:06:36.873875141
LOAN000609,CUST000097,1950,22.32,12,2023-09-14 10:06:24.060728073
LOAN000610,CUST000081,12490,24.43,12,2023-07-13 06:05:18.421442270
LOAN000611,CUST000501,3039,5.88,24,2021-10-31 23:42:38.685523272
LOAN000612,CUST000966,10195,23.54,24,2020-10-09 04:16:37.289478779
LOAN000613,CUST000476,16401,20.29,24,2020-11-26 23:22:51.449844837
LOAN000614,CUST000926,7294,21.37,6,2021-01-22 01:00:52.043488026
LOAN000615,CUST000703,5951,15.78,36,2022-08-21 13:26:10.367670536
LOAN000616,CUST000764,16478,7.44,6,2021-04-04 16:37:38.422623158
LOAN000617,CUST000920,778,10.8,6,2023-04-14 09:19:59.432427883
LOAN000618,CUST000549,1088,33.52,36,2023-09-20 22:00:35.635004282
LOAN000619,CUST000013,1602,17.26,24,2020-09-05 10:30:15.212442160
LOAN000620,CUST000391,18273,19.0,24,2021-10-20 19:52:29.826508045
LOAN000621,CUST000346,16298,6.58,36,2019-06-23 13:45:27.612541199
LOAN000622,CUST000309,17909,6.13,36,2020-01-02 01:21:19.977526426
LOAN000623,CUST000385,15967,26.52,6,2021-01-24 23:43:25.537101746
LOAN000624,CUST000208,14366,21.14,12,2020-01-12 12:37:40.158046484
LOAN000625,CUST000356,6754,20.26,36,2023-05-20 14:23:13.013969183
LOAN000626,CUST000973,2540,12.29,6,2019-10-17 00:44:12.787922144
LOAN000627,CUST000600,10334,27.34,12,2021-04-12 00:52:47.437473774
LOAN000628,CUST000567,7467,10.05,24,2022-01-11 00:09:48.650089025
LOAN000629,CUST000093,13590,10.7,24,2022-06-17 08:14:38.080466986
LOAN000630,CUST000092,2694,18.82,6,2020-11-30 11:37:55.412019968
LOAN000631,CUST000339,18920,13.59,6,2023-05-06 23:23:51.316052914
LOAN000632,CUST000596,5617,12.42,36,2021-11-03 18:01:06.516620398
LOAN000633,CUST000444,9319,24.36,24,2021-03-13 12:59:20.293200731
LOAN000634,CUST000756,6410,24.53,6,2019-05-03 18:45:12.768107176
LOAN000635,CUST000021,3639,29.74,24,2021-04-28 12:33:04.554507256
LOAN000636,CUST000290,14844,17.53,24,2023-02-07 15:55:38.956470728
LOAN000637,CUST000484,19967,7.19,36,2022-01-27 03:38:44.097111225
LOAN000638,CUST000783,18725,13.21,12,2023-02-28 12:41:14.540009499
LOAN000639,CUST000305,6478,34.4,36,2021-06-21 01:34:02.828438282
LOAN000640,CUST000633,19249,22.89,6,2019-08-05 07:27:56.750617981
LOAN000641,CUST000127,9465,26.29,36,2019-01-25 21:45:09.374081850
LOAN000642,CUST000624,11522,5.22,36,2020-07-07 16:17:36.295423985
LOAN000643,CUST000938,5011,20.55,24,2022-06-28 12:44:03.922509432
LOAN000644,CUST000272,503,6.13,36,2022-12-14 00:21:00.109226942
LOAN000645,CUST000847,13280,22.08,6,2020-06-24 01:04:20.007844686
LOAN000646,CUST000441,19866,32.62,12,2021-06-24 01:32:14.743634701
LOAN000647,CUST000502,4263,34.05,36,2021-02-07 23:06:53.524509192
LOAN000648,CUST000129,16571,21.22,36,2021-01-19 14:45:01.805101156
LOAN000649,CUST000131,14436,18.75,12,2020-02-27 10:37:33.626220226
LOAN000650,CUST000596,5570,33.35,6,2019-09-07 00:19:38.304519653
LOAN000651,CUST000934,15053,25.21,6,2019-12-26 03:40:45.753328800
LOAN000652,CUST000481,6376,6.95,36,2019-04-12 00:53:11.526167393
LOAN000653,CUST000861,5839,18.97,24,2019-12-28 18:52:53.866835117
LOAN000654,CUST000389,6623,12.21,36,2019-01-17 19:13:12.495124578
LOAN000655,CUST000592,15093,19.09,12,2022-02-19 08:58:19.738095999
LOAN000656,CUST000998,12973,18.66,12,2020-07-31 16:50:09.072088242
LOAN000657,CUST000984,13519,22.46,12,2023-11-12 23:05:37.800862312
LOAN000658,CUST000324,14557,15.7,36,2019-12-20 17:27:21.719593763
LOAN000659,CUST000068,2164,9.93,36,2020-09-23 11:35:28.554891586
LOAN000660,CUST000659,5415,20.11,6,2020-10-15 10:01:51.370703697
LOAN000661,CUST000447,10666,29.91,24,2019-01-16 10:22:42.108388662
LOAN000662,CUST000527,417,24.92,36,2023-03-13 09:26:57.602404594
LOAN000663,CUST000818,17986,15.15,6,2019-02-28 10:07:30.796913624
LOAN000664,CUST000616,6230,33.07,36,2023-09-13 18:26:27.877827406
LOAN000665,CUST000164,7519,32.37,6,2023-06-17 22:15:58.904376507
LOAN000666,CUST000487,2142,11.28,6,2021-09-04 20:42:44.821984529
LOAN000667,CUST000712,4698,6.18,24,2021-09-19 14:31:56.909684896
LOAN000668,CUST000708,10314,27.24,36,2022-04-08 19:09:49.304270267
LOAN000669,CUST000425,218,29.83,6,2020-12-07 18:04:47.002924204
LOAN000670,CUST000696,809,34.04,12,2022-03-27 19:52:09.651459455
LOAN000671,CUST000833,15957,31.7,12,2019-03-23 17:55:47.517183304
LOAN000672,CUST000264,12701,23.02,12,2019-04-09 16:34:59.595507860
LOAN000673,CUST000874,3350,20.9,24,2021-04-14 21:39:57.273864985
LOAN000674,CUST000611,8161,5.84,6,2021-09-30 14:38:51.805215120
LOAN000675,CUST000341,8709,12.4,24,2023-06-10 03:43:12.972276926
LOAN000676,CUST000831,2703,18.79,36,2019-07-11 02:38:51.433366776
LOAN000677,CUST000725,12146,23.86,36,2023-02-11 03:43:21.940841913
LOAN000678,CUST000277,17585,21.72,6,2020-01-19 13:06:52.234155655
LOAN000679,CUST000673,7957,27.28,12,2020-12-20 14:19:18.524293184
LOAN000680,CUST000438,11720,13.39,6,2020-08-01 02:47:06.373955488
LOAN000681,CUST000156,8277,21.95,6,2020-12-31 16:24:16.840991735
LOAN000682,CUST000421,18745,7.64,6,2019-10-02 19:18:52.947118759
LOAN000683,CUST000250,11926,17.41,24,2021-07-08 12:27:17.786381006
LOAN000684,CUST000877,13990,27.5,36,2023-01-03 19:11:05.484371424
LOAN000685,CUST000608,16992,25.8,6,2021-03-17 05:47:11.295041084
LOAN000686,CUST000529,18863,34.72,6,2021-06-14 20:38:57.660585642
LOAN000687,CUST000326,13930,13.34,6,2023-03-30 20:23:26.366525888
LOAN000688,CUST000960,9584,19.95,24,2022-07-13 06:17:26.937229395
LOAN000689,CUST000894,5595,14.89,24,2021-06-14 13:40:26.396295786
LOAN000690,CUST000096,11367,18.22,24,2020-04-15 13:15:14.710473299
LOAN000691,CUST000512,19693,30.71,6,2023-06-04 21:01:47.113441706
LOAN000692,CUST000215,7498,25.53,12,2021-11-19 15:20:31.501273394
LOAN000693,CUST000131,6843,31.47,12,2020-02-08 19:34:22.315767765
LOAN000694,CUST000259,5271,11.11,12,2020-05-06 09:54:14.542589426
LOAN000695,CUST000124,16105,31.2,36,2023-01-06 12:30:16.162351370
LOAN000696,CUST000081,16808,6.79,6,2019-03-22 14:38:06.406514406
LOAN000697,CUST000282,13104,31.66,12,2023-12-17 13:26:52.815663576
LOAN000698,CUST000682,11062,14.87,12,2019-08-27 00:31:55.242555618
LOAN000699,CUST000058,10875,14.44,12,2022-12-24 14:54:25.405183315
LOAN000700,CUST000543,3657,20.36,6,2020-12-21 20:38:00.535928011
LOAN000701,CUST000160,3687,33.22,12,2021-06-17 18:52:55.259003878
LOAN000702,CUST000283,16635,6.43,12,2023-05-28 01:37:51.264507532
LOAN000703,CUST000105,1054,15.57,6,2021-01-23 23:25:11.901207685
LOAN000704,CUST000104,13894,30.7,36,2021-09-08 11:07:34.539512873
LOAN000705,CUST000438,787,16.88,24,2019-04-01 00:30:30.259510040
LOAN000706,CUST000227,8601,10.97,12,2019-01-05 06:52:32.501162051
LOAN000707,CUST000699,15238,17.74,24,2020-03-23 00:06:34.683939457
LOAN000708,CUST000581,9794,16.57,36,2022-05-27 17:52:24.470659494
LOAN000709,CUST000317,3227,32.46,36,2019-08-10 10:18:45.671654940
LOAN000710,CUST000463,12860,27.86,12,2019-07-27 17:30:14.697541952
LOAN000711,CUST000801,11659,20.15,6,2021-01-20 09:56:15.671635628
LOAN000712,CUST000598,14896,34.65,36,2022-03-28 22:48:37.367880821
LOAN000713,CUST000881,3495,18.96,24,2022-07-24 05:50:34.757783890
LOAN000714,CUST000873,945,6.75,24,2019-11-22 20:25:20.430073738
