payment_id,loan_id,payment_date,amount_paid,days_past_due
PAY000403,LOAN000814,2024-06-23 06:53:08.402305603,1034,0
PAY000404,LOAN000546,2021-12-18 22:06:18.516026974,1586,0
PAY000405,LOAN000726,2024-10-23 03:21:40.141771555,1593,0
PAY000406,LOAN000730,2022-01-29 15:23:14.098594427,936,0
PAY000407,LOAN000827,2023-01-03 04:16:21.763782263,1453,5
PAY000408,LOAN000601,2023-07-20 19:31:01.443241119,1653,0
PAY000409,LOAN000307,2024-10-02 17:33:30.921673536,1194,15
PAY000410,LOAN000251,2021-03-22 21:56:03.784717560,170,0
PAY000411,LOAN000007,2023-09-25 04:21:04.081708670,880,0
PAY000412,LOAN000767,2022-08-09 12:43:18.556484699,1161,90
PAY000413,LOAN000874,2021-05-05 15:41:36.606961966,1755,0
PAY000414,LOAN000207,2023-11-19 20:39:24.161011696,1184,0
PAY000415,LOAN000936,2022-10-05 21:50:33.147826195,453,0
PAY000416,LOAN000130,2023-04-22 14:22:48.316249132,1800,60
PAY000417,LOAN000735,2021-08-12 22:33:57.798013687,1504,0
PAY000418,LOAN000708,2022-05-29 06:54:00.863052607,472,15
PAY000419,LOAN000979,2023-02-01 21:44:57.110369205,1763,0
PAY000420,LOAN000653,2022-01-09 18:31:45.782774925,1063,5
PAY000421,LOAN000763,2020-12-28 10:14:20.858071327,482,0
PAY000422,LOAN000607,2024-10-22 22:00:44.305349350,566,30
PAY000423,LOAN000025,2022-07-23 10:49:43.304839373,89,30
PAY000424,LOAN000622,2023-09-02 20:56:25.426950455,1072,30
PAY000425,LOAN000453,2022-01-20 23:35:50.434965611,249,30
PAY000426,LOAN000634,2021-10-10 19:49:03.320398569,566,5
PAY000427,LOAN000185,2022-01-13 21:20:24.573071480,599,30
PAY000428,LOAN000483,2022-01-17 14:27:15.972167492,1370,0
PAY000429,LOAN000679,2022-09-21 05:12:35.005762100,1941,15
PAY000430,LOAN000050,2022-09-19 22:04:00.692194223,1894,0
PAY000431,LOAN000890,2022-06-27 07:12:01.867795706,1833,0
PAY000432,LOAN000004,2020-09-03 06:05:13.549415350,1985,0
PAY000433,LOAN000588,2022-06-25 07:55:03.292648554,1313,0
PAY000434,LOAN000159,2020-11-04 22:52:04.172321081,1149,0
PAY000435,LOAN000207,2020-08-18 10:48:07.046988249,278,30
PAY000436,LOAN000256,2024-08-30 22:38:57.890311956,1949,0
PAY000437,LOAN000204,2023-01-10 05:50:53.435401917,344,0
PAY000438,LOAN000766,2023-04-19 21:19:12.247128487,321,30
PAY000439,LOAN000949,2022-01-04 01:50:55.884398460,1086,0
PAY000440,LOAN000010,2024-07-18 16:59:38.935258627,1101,30
PAY000441,LOAN000948,2023-03-11 11:58:33.985521078,703,5
PAY000442,LOAN000007,2023-11-06 06:33:37.579932928,43,90
PAY000443,LOAN000408,2021-11-04 08:43:37.710937977,1829,5
PAY000444,LOAN000935,2024-10-19 22:36:03.420565128,1851,0
PAY000445,LOAN000031,2024-02-07 23:35:11.943102360,395,0
PAY000446,LOAN000983,2024-04-09 03:55:55.942542076,258,0
PAY000447,LOAN000539,2020-11-10 14:22:27.257104158,1144,60
PAY000448,LOAN000717,2021-05-10 01:11:41.059453964,1127,0
PAY000449,LOAN000386,2021-06-05 20:09:18.514531851,1443,0
PAY000450,LOAN000227,2021-05-09 22:49:39.435343742,1212,0
PAY000451,LOAN000639,2024-04-11 19:56:13.531015873,1080,30
PAY000452,LOAN000766,2020-02-28 06:05:04.201102734,803,0
PAY000453,LOAN000474,2020-05-19 00:49:56.340584278,861,90
PAY000454,LOAN000723,2021-05-15 10:37:09.290568113,883,0
PAY000455,LOAN000750,2020-12-31 04:01:48.692743778,1637,0
PAY000456,LOAN000206,2021-02-27 14:34:49.258326530,385,0
PAY000457,LOAN000317,2023-12-28 20:12:46.664563417,733,30
PAY000458,LOAN000794,2022-10-25 19:58:29.600322485,1620,60
PAY000459,LOAN000756,2020-01-11 13:01:55.042946577,1923,0
PAY000460,LOAN000556,2022-02-23 08:56:40.670151234,211,0
PAY000461,LOAN000616,2022-01-15 04:56:17.781124353,454,30
PAY000462,LOAN000347,2020-07-27 04:16:19.828575611,1952,0
PAY000463,LOAN000792,2023-05-20 07:27:54.527748108,1966,0
PAY000464,LOAN000233,2023-07-06 17:33:27.057830095,306,0
PAY000465,LOAN000700,2023-08-10 01:43:33.128386973,1341,0
PAY000466,LOAN000043,2023-08-23 21:59:38.475071430,1756,0
PAY000467,LOAN000736,2020-01-01 02:18:58.879178524,502,0
PAY000468,LOAN000941,2024-10-08 19:31:09.865455866,347,0
PAY000469,LOAN000141,2024-01-27 13:25:33.664126396,1978,30
PAY000470,LOAN000647,2024-07-09 13:47:21.955369234,932,0
PAY000471,LOAN000175,2020-01-29 13:55:37.965505362,1679,30
PAY000472,LOAN000653,2024-09-02 03:50:25.719407082,1875,0
PAY000473,LOAN000448,2024-01-19 11:36:26.661297560,1099,15
PAY000474,LOAN000591,2024-03-09 14:23:05.929630756,801,0
PAY000475,LOAN000081,2020-06-19 10:27:54.883039951,1455,30
PAY000476,LOAN000134,2023-09-11 17:56:20.443281651,1573,0
PAY000477,LOAN000718,2024-10-19 18:25:37.226735115,1957,60
PAY000478,LOAN000855,2023-05-24 16:56:37.775412560,1662,0
PAY000479,LOAN000176,2022-11-08 09:58:35.291927099,1526,0
PAY000480,LOAN000382,2024-09-23 15:58:12.395776749,1915,90
PAY000481,LOAN000242,2022-03-20 05:54:24.889721632,971,5
PAY000482,LOAN000566,2022-12-30 21:49:27.464094639,326,0
PAY000483,LOAN000140,2022-05-20 06:28:53.375307560,951,60
PAY000484,LOAN000456,2024-08-31 07:26:28.011142969,1870,0
PAY000485,LOAN000439,2020-05-19 00:09:47.157170296,635,0
PAY000486,LOAN000055,2022-07-04 13:05:47.910443544,84,90
PAY000487,LOAN000526,2023-06-09 01:29:26.339527369,1747,0
PAY000488,LOAN000696,2023-12-17 19:31:04.428257704,948,60
PAY000489,LOAN000825,2022-12-01 04:12:05.951269865,68,0
PAY000490,LOAN000418,2024-07-18 14:13:30.879255056,395,30
PAY000491,LOAN000087,2024-09-17 00:26:27.466670513,24,5
PAY000492,LOAN000608,2020-04-27 12:16:09.474932194,1264,90
PAY000493,LOAN000655,2022-01-05 03:08:36.304116726,1650,5
PAY000494,LOAN000007,2020-02-12 20:37:52.263945103,1710,0
PAY000495,LOAN000476,2021-08-24 20:15:41.733196497,208,15
PAY000496,LOAN000214,2022-09-07 20:35:51.437669754,1949,0
PAY000497,LOAN000684,2024-07-22 00:32:10.006800890,1387,30
PAY000498,LOAN000734,2024-03-26 15:42:50.153266668,44,60
PAY000499,LOAN000551,2020-08-20 22:36:28.854407549,171,0
PAY000500,LOAN000496,2020-06-18 23:11:45.137899637,1790,30
PAY000501,LOAN000693,2022-12-12 14:11:39.371288300,991,0
PAY000502,LOAN000502,2022-08-30 04:18:31.882941723,808,0
PAY000503,LOAN000781,2021-05-01 16:07:36.557125330,904,0
PAY000504,LOAN000698,2024-07-01 07:13:07.865459681,480,15
PAY000505,LOAN000244,2024-08-21 07:09:44.359452724,540,0
PAY000506,LOAN000477,2022-01-05 13:42:22.854022026,1997,30
PAY000507,LOAN000308,2024-06-14 13:59:11.487529039,801,0
PAY000508,LOAN000230,2021-12-02 11:23:28.016314268,861,15
PAY000509,LOAN000382,2023-09-08 03:56:39.991447210,1456,0
PAY000510,LOAN000154,2022-05-19 13:06:51.678117275,357,30
PAY000511,LOAN000174,2020-08-11 23:01:34.487497091,703,0
PAY000512,LOAN000847,2024-08-22 08:03:31.881027222,944,5
PAY000513,LOAN000114,2022-04-09 15:13:38.735105515,922,0
PAY000514,LOAN000389,2023-09-03 21:47:15.878604412,156,30
PAY000515,LOAN000310,2021-11-01 19:50:14.694659948,1407,0
PAY000516,LOAN000992,2020-02-04 11:53:19.549718618,1721,30
PAY000517,LOAN000299,2020-07-02 16:03:18.604510546,684,0
PAY000518,LOAN000017,2022-06-25 14:13:54.252027035,1449,30
PAY000519,LOAN000783,2023-06-14 13:33:25.672596216,696,0
PAY000520,LOAN000011,2021-09-03 13:28:28.559453726,1527,0
PAY000521,LOAN000403,2023-06-24 15:46:40.648877859,1592,0
PAY000522,LOAN000812,2023-06-30 09:46:23.971484661,1289,0
PAY000523,LOAN000703,2023-07-10 02:10:53.992238522,969,0
PAY000524,LOAN000231,2022-06-18 20:05:53.718328476,695,60
PAY000525,LOAN000954,2024-07-29 11:55:40.477899790,1136,90
PAY000526,LOAN000604,2022-06-12 18:17:20.113490582,130,30
PAY000527,LOAN000989,2022-04-02 15:13:41.535986184,428,0
PAY000528,LOAN000729,2020-12-30 06:27:00.547120810,359,0
PAY000529,LOAN000277,2021-07-16 02:03:36.973442316,1690,15
PAY000530,LOAN000352,2020-03-18 08:16:58.180593252,51,0
PAY000531,LOAN000998,2023-03-03 11:15:19.996134520,1400,60
PAY000532,LOAN000302,2021-03-30 01:47:43.078974724,38,0
PAY000533,LOAN000540,2021-07-09 16:35:58.555243254,975,90
PAY000534,LOAN000469,2023-11-09 06:40:30.525373697,1925,0
PAY000535,LOAN000812,2021-08-20 19:59:39.981348276,794,30
PAY000536,LOAN000076,2021-03-18 11:48:19.702772141,23,0
PAY000537,LOAN000520,2020-11-04 20:50:39.062453032,929,60
PAY000538,LOAN000023,2023-11-16 15:59:28.387947798,1986,0
PAY000539,LOAN000014,2020-08-24 23:21:36.001248121,827,15
PAY000540,LOAN000675,2022-04-09 00:11:41.566046953,834,30
PAY000541,LOAN000524,2022-07-15 03:52:18.227110147,1518,0
PAY000542,LOAN000346,2023-06-09 20:40:22.409195662,1222,0
PAY000543,LOAN000171,2023-03-03 00:12:50.880013943,881,0
PAY000544,LOAN000868,2024-01-21 04:28:48.242280006,304,0
PAY000545,LOAN000326,2020-03-22 18:15:39.149271727,1216,0
PAY000546,LOAN000711,2021-06-25 14:19:58.440457344,873,0
PAY000547,LOAN000484,2021-05-26 19:19:15.024226189,557,0
PAY000548,LOAN000488,2020-09-23 18:32:57.395050049,1915,15
PAY000549,LOAN000461,2021-06-12 07:53:17.070350409,1070,15
PAY000550,LOAN000377,2021-07-19 22:35:22.180336952,1017,0
PAY000551,LOAN000587,2022-08-11 11:35:23.591745853,1047,60
PAY000552,LOAN000163,2023-04-27 14:06:50.371050596,1956,60
PAY000553,LOAN000371,2021-11-27 06:29:43.155062914,644,5
PAY000554,LOAN000572,2023-08-07 11:19:50.529464960,604,0
PAY000555,LOAN000999,2021-09-06 04:10:39.957734823,1192,0
PAY000556,LOAN000976,2021-06-14 08:21:31.258431435,1527,30
PAY000557,LOAN000423,2022-09-15 18:00:49.943587780,1362,15
PAY000558,LOAN000756,2020-02-13 07:54:53.880077839,623,0
PAY000559,LOAN000476,2020-05-25 18:35:36.575173140,1882,15
PAY000560,LOAN000381,2022-02-02 15:07:42.769855261,1116,0
PAY000561,LOAN000154,2024-09-18 16:50:11.648780584,1589,0
PAY000562,LOAN000256,2023-08-11 04:50:54.681267977,1613,15
PAY000563,LOAN000755,2020-06-10 00:10:25.750057697,1593,15
PAY000564,LOAN000673,2024-03-26 05:21:08.007896662,1602,0
PAY000565,LOAN000067,2023-08-30 21:55:27.082659006,1620,5
PAY000566,LOAN000343,2023-01-21 04:46:59.732435703,1055,60
PAY000567,LOAN000276,2024-02-07 16:12:20.652448416,1165,5
PAY000568,LOAN000672,2022-01-08 07:24:30.973799467,474,15
PAY000569,LOAN000390,2021-02-08 16:22:41.080223083,1489,0
PAY000570,LOAN000448,2022-07-24 11:12:05.636307240,1335,0
PAY000571,LOAN000258,2022-09-29 17:36:47.877345562,964,0
PAY000572,LOAN000306,2022-09-10 12:32:05.135606289,939,5
PAY000573,LOAN000846,2022-10-29 09:21:20.191750765,1300,30
PAY000574,LOAN000094,2024-09-29 06:48:47.717825890,808,0
PAY000575,LOAN000949,2024-07-06 09:39:57.893484831,404,0
PAY000576,LOAN000463,2024-05-18 22:26:26.228530884,1153,0
PAY000577,LOAN000969,2024-01-04 04:31:27.568997383,255,0
PAY000578,LOAN000245,2024-09-19 15:26:08.330525637,577,60
PAY000579,LOAN000732,2020-06-28 22:47:34.974090576,47,15
PAY000580,LOAN000634,2021-04-29 09:07:29.164341927,254,0
PAY000581,LOAN000186,2022-06-23 11:12:47.178224087,30,30
PAY000582,LOAN000773,2024-03-26 14:50:40.036110163,1143,30
PAY000583,LOAN000924,2022-07-11 22:30:22.027855635,1639,15
PAY000584,LOAN000784,2023-09-28 15:49:38.102339983,403,0
PAY000585,LOAN000372,2020-09-10 21:06:50.131276130,1443,0
PAY000586,LOAN000571,2021-04-06 03:50:27.137026310,996,0
PAY000587,LOAN000405,2023-08-29 22:55:05.574762583,1681,30
PAY000588,LOAN000407,2020-10-27 23:15:24.558152199,1776,15
PAY000589,LOAN000124,2021-10-03 22:15:18.081897259,17,5
PAY000590,LOAN000336,2021-04-28 21:51:20.421394110,1477,0
PAY000591,LOAN000340,2021-10-01 04:44:08.045762062,337,0
PAY000592,LOAN000562,2023-07-18 02:35:34.454294920,1920,0
PAY000593,LOAN000177,2021-11-03 01:21:47.515498400,299,90
PAY000594,LOAN000650,2022-10-11 11:11:10.210966587,1796,0
PAY000595,LOAN000951,2020-07-01 13:48:46.602294207,520,0
PAY000596,LOAN000838,2024-01-10 18:24:56.926627159,921,90
PAY000597,LOAN000169,2021-11-06 18:52:35.246708393,370,5
PAY000598,LOAN000038,2023-03-30 20:55:32.899058342,1942,30
PAY000599,LOAN000068,2023-08-18 06:52:59.713204861,1632,0
PAY000600,LOAN000235,2021-01-18 01:12:43.605913877,725,5
PAY000601,LOAN000559,2024-06-04 07:13:43.464844227,228,0
PAY000602,LOAN000380,2023-01-30 20:12:03.544062138,415,30
PAY000603,LOAN000056,2022-02-22 06:44:24.055868149,762,0
PAY000604,LOAN000276,2020-11-29 03:01:59.266335963,932,0
PAY000605,LOAN000849,2024-09-17 14:00:41.490331650,841,30
PAY000606,LOAN000098,2023-10-11 12:13:50.213148594,1803,5
PAY000607,LOAN000915,2021-01-15 01:27:39.696218967,1654,5
PAY000608,LOAN000526,2021-09-08 23:56:31.380388021,1801,0
PAY000609,LOAN000324,2024-01-19 06:35:48.727124929,803,0
PAY000610,LOAN000460,2023-06-25 00:04:27.035998344,1253,15
PAY000611,LOAN000178,2023-10-31 02:06:34.801196575,604,15
PAY000612,LOAN000843,2022-03-17 01:47:09.347397566,116,90
PAY000613,LOAN000573,2023-08-02 00:03:04.191601515,590,30
PAY000614,LOAN000118,2021-12-07 02:58:36.336492777,618,0
PAY000615,LOAN000468,2021-01-20 23:27:22.974861622,1757,60
PAY000616,LOAN000548,2023-03-01 21:37:21.445406199,1319,0
PAY000617,LOAN000645,2024-11-18 04:15:30.994761467,1782,0
PAY000618,LOAN000454,2021-07-21 11:13:53.017472744,17,0
PAY000619,LOAN000025,2022-04-22 04:35:40.845607519,815,0
PAY000620,LOAN000489,2023-05-16 09:36:43.627215385,198,30
PAY000621,LOAN000007,2022-09-16 07:58:02.850624561,90,5
PAY000622,LOAN000968,2024-03-20 22:37:19.150501490,117,5
PAY000623,LOAN000986,2023-10-23 16:53:39.095791101,1354,0
PAY000624,LOAN000515,2020-04-16 12:12:56.861843824,1612,0
PAY000625,LOAN000532,2024-12-29 02:46:27.354322672,695,0
PAY000626,LOAN000926,2023-10-06 15:20:34.046488285,355,15
PAY000627,LOAN000148,2024-04-27 08:25:57.406311512,1896,0
PAY000628,LOAN000487,2023-04-04 17:43:02.207844257,337,30
PAY000629,LOAN000024,2024-04-13 10:23:25.060539961,564,0
PAY000630,LOAN000998,2020-07-24 07:46:07.264826536,1732,0
PAY000631,LOAN000654,2021-09-27 07:36:31.008977413,311,15
PAY000632,LOAN000756,2024-05-20 05:18:19.926611185,209,30
PAY000633,LOAN000930,2021-01-03 10:10:39.733070374,902,0
PAY000634,LOAN000944,2020-05-22 22:45:34.338732719,1452,30
PAY000635,LOAN000554,2023-12-10 21:26:21.403384686,1072,90
PAY000636,LOAN000424,2024-03-06 10:23:49.029530048,1765,90
PAY000637,LOAN000292,2020-10-24 03:58:28.067486763,316,30
PAY000638,LOAN000184,2024-04-09 21:21:45.551003456,1037,30
PAY000639,LOAN000553,2023-06-08 17:23:39.484840870,1666,0
PAY000640,LOAN000430,2022-08-08 04:35:07.777250767,1881,30
PAY000641,LOAN000603,2024-02-25 20:48:37.631081343,1110,0
PAY000642,LOAN000316,2022-02-04 23:14:27.902896881,477,90
PAY000643,LOAN000397,2020-12-20 10:14:49.172940731,188,0
PAY000644,LOAN000323,2021-06-04 10:13:12.590479851,654,0
PAY000645,LOAN000564,2022-07-11 22:25:54.746850967,1856,5
PAY000646,LOAN000595,2022-08-28 17:47:33.349680185,1774,0
PAY000647,LOAN000545,2024-01-11 19:06:29.080062866,285,0
PAY000648,LOAN000075,2023-12-16 19:14:03.216147184,1185,5
PAY000649,LOAN000864,2022-11-28 03:45:38.881102324,1197,30
PAY000650,LOAN000919,2023-11-27 11:52:54.748593807,1323,15
PAY000651,LOAN000915,2020-12-16 08:52:57.357339144,1411,0
PAY000652,LOAN000708,2020-04-01 11:13:45.782352448,630,30
PAY000653,LOAN000485,2024-05-15 03:05:45.077590704,647,0
PAY000654,LOAN000797,2020-05-18 00:54:48.393035650,1785,0
PAY000655,LOAN000087,2021-03-26 16:47:39.362693310,1343,15
PAY000656,LOAN000746,2023-06-24 08:20:43.091268063,939,30
PAY000657,LOAN000231,2022-01-18 01:28:23.408696175,1946,0
PAY000658,LOAN000006,2024-05-20 00:36:53.830278873,1422,5
PAY000659,LOAN000803,2021-06-28 09:49:04.930864334,1890,0
PAY000660,LOAN000549,2020-01-22 16:32:05.311528921,1691,0
PAY000661,LOAN000975,2021-07-03 07:08:54.698307037,1797,0
PAY000662,LOAN000051,2022-11-22 03:26:05.123963356,192,90
PAY000663,LOAN000654,2021-11-17 20:08:45.184860945,1854,30
PAY000664,LOAN000941,2022-09-04 05:06:02.140235662,1339,15
PAY000665,LOAN000918,2024-05-20 13:04:27.532840490,81,5
PAY000666,LOAN000395,2024-07-25 02:38:40.768415451,1252,30
PAY000667,LOAN000220,2021-04-30 22:25:50.833032608,728,0
PAY000668,LOAN000427,2022-04-24 07:56:07.698978901,1206,0
PAY000669,LOAN000751,2022-09-30 06:52:00.409105778,1686,0
PAY000670,LOAN000142,2024-09-30 00:40:58.834689140,1305,15
PAY000671,LOAN000860,2024-12-29 11:22:19.958591700,735,60
PAY000672,LOAN000362,2021-03-06 02:08:13.369931698,1501,0
PAY000673,LOAN000381,2023-08-21 04:36:48.235576630,278,0
PAY000674,LOAN000560,2021-11-21 15:54:21.660484076,1053,0
PAY000675,LOAN000276,2020-01-15 19:31:41.581439972,587,30
PAY000676,LOAN000270,2020-01-17 21:42:16.573570013,1004,0
PAY000677,LOAN000013,2022-04-21 10:53:53.878523350,824,0
PAY000678,LOAN000297,2022-06-11 04:30:33.355490685,1536,15
PAY000679,LOAN000463,2020-02-11 05:38:09.799268246,156,5
PAY000680,LOAN000526,2023-06-09 00:23:36.134590626,1462,0
PAY000681,LOAN000233,2021-06-21 03:27:38.099201441,1198,0
PAY000682,LOAN000574,2022-10-19 22:11:33.778133869,899,15
PAY000683,LOAN000707,2021-07-03 18:41:58.272566319,319,0
PAY000684,LOAN000026,2020-11-01 08:30:19.578201771,527,90
PAY000685,LOAN000470,2022-01-13 21:45:14.724300623,23,15
PAY000686,LOAN000092,2021-02-28 08:43:20.997601986,141,0
PAY000687,LOAN000616,2022-09-04 01:57:11.649425983,1887,0
PAY000688,LOAN000308,2020-12-29 06:14:00.225605726,764,0
PAY000689,LOAN000051,2022-07-17 20:35:06.950088978,448,0
PAY000690,LOAN000318,2020-10-14 12:43:59.231892347,752,60
PAY000691,LOAN000968,2023-05-10 20:53:56.621517658,749,30
PAY000692,LOAN000180,2023-10-09 10:39:34.514595270,1707,0
PAY000693,LOAN000568,2020-07-20 16:33:58.980207920,804,0
PAY000694,LOAN000119,2022-05-04 16:12:00.586847782,272,0
PAY000695,LOAN000819,2020-05-09 11:34:56.389133692,652,0
PAY000696,LOAN000874,2022-12-28 21:06:13.939652681,1976,5
PAY000697,LOAN000042,2021-04-28 01:35:58.760228634,1258,0
PAY000698,LOAN000646,2022-08-21 23:16:37.860469103,267,90
PAY000699,LOAN000884,2022-08-03 09:37:49.222136736,1267,0
PAY000700,LOAN000937,2024-08-15 19:05:21.738860607,1369,5
PAY000701,LOAN000259,2022-09-30 04:12:04.115496159,418,60
PAY000702,LOAN000196,2022-12-01 03:19:02.419279337,1861,0
PAY000703,LOAN000644,2022-01-03 19:41:10.530659675,984,0
PAY000704,LOAN000970,2024-09-29 23:14:32.785296440,1057,0
PAY000705,LOAN000254,2023-11-20 22:02:51.925588846,280,0
PAY000706,LOAN000731,2021-06-05 10:27:04.209116459,1128,90
PAY000707,LOAN000335,2024-03-22 08:54:06.901618481,151,60
PAY000708,LOAN000552,2022-02-28 23:42:56.165024996,1727,60
PAY000709,LOAN000501,2024-02-22 23:23:48.874779701,1751,30
PAY000710,LOAN000989,2024-02-12 09:59:45.666720629,911,0
PAY000711,LOAN000899,2020-12-11 01:34:47.817039490,983,60
PAY000712,LOAN000254,2023-07-04 23:38:10.784065485,1114,90
PAY000713,LOAN000513,2021-06-15 00:06:46.505350113,283,0
PAY000714,LOAN000706,2021-06-27 12:27:30.937818766,285,0
PAY000715,LOAN000241,2021-06-25 10:16:13.710214853,1916,5
PAY000716,LOAN000148,2023-08-18 14:42:59.468430996,1991,0
PAY000717,LOAN000709,2021-02-23 21:24:44.209868908,474,0
PAY000718,LOAN000298,2020-01-02 15:43:08.629934072,1241,60
PAY000719,LOAN000756,2023-07-30 17:42:19.985423326,1329,60
PAY000720,LOAN000849,2020-11-08 18:06:31.131657362,1072,0
PAY000721,LOAN000619,2020-07-09 21:20:38.650048494,1981,0
PAY000722,LOAN000452,2021-03-09 22:36:24.680910110,297,30
PAY000723,LOAN000392,2021-11-25 01:52:41.170101404,1157,15
PAY000724,LOAN000211,2022-05-19 11:32:26.329361677,885,0
PAY000725,LOAN000667,2020-03-22 10:18:25.722602844,1316,30
PAY000726,LOAN000537,2024-11-08 05:41:58.160560131,887,60
PAY000727,LOAN000593,2023-08-01 05:55:57.958826780,189,60
PAY000728,LOAN000594,2021-08-13 11:24:48.154829264,1130,0
PAY000729,LOAN000130,2021-08-05 06:14:14.414820433,1224,0
PAY000730,LOAN000328,2022-03-30 11:41:37.336949587,1107,60
PAY000731,LOAN000611,2023-02-18 03:34:58.758648396,456,0
PAY000732,LOAN000255,2020-09-24 10:09:58.405654907,794,30
PAY000733,LOAN000478,2020-12-11 04:11:40.106276274,1530,0
PAY000734,LOAN000560,2024-04-19 04:29:15.317107916,570,0
PAY000735,LOAN000912,2021-04-13 04:15:57.249676943,493,0
PAY000736,LOAN000062,2021-11-25 14:47:24.976376057,858,0
PAY000737,LOAN000310,2024-05-10 19:31:41.233658552,731,60
PAY000738,LOAN000406,2023-04-26 13:42:21.684684277,125,0
PAY000739,LOAN000801,2021-09-16 07:22:56.947347641,544,60
PAY000740,LOAN000104,2023-06-03 02:51:27.651359320,1131,60
PAY000741,LOAN000616,2020-02-05 23:04:10.660959244,1361,0
PAY000742,LOAN000836,2023-09-06 00:27:33.682241917,1942,30
PAY000743,LOAN000014,2022-06-08 18:40:45.640401840,416,0
PAY000744,LOAN000686,2024-01-25 16:24:38.858864546,1346,30
PAY000745,LOAN000258,2024-10-10 02:57:06.354646683,1735,5
PAY000746,LOAN000722,2024-08-18 09:58:34.745656252,703,0
PAY000747,LOAN000411,2024-07-19 05:27:13.051547289,1181,0
PAY000748,LOAN000258,2022-07-24 17:37:41.620040655,1375,15
PAY000749,LOAN000613,2021-10-19 23:30:41.114750862,504,60
PAY000750,LOAN000259,2022-04-29 14:52:08.107645988,957,0
PAY000751,LOAN000855,2023-06-14 10:33:35.831823349,32,5
PAY000752,LOAN000670,2024-06-03 01:32:04.272891998,1138,0
PAY000753,LOAN000044,2021-01-13 03:56:07.490217209,1708,30
PAY000754,LOAN000954,2024-08-04 12:56:01.004023551,1612,0
PAY000755,LOAN000812,2024-01-29 08:01:22.121096611,1835,15
PAY000756,LOAN000762,2024-11-23 08:52:42.792726755,1834,0
PAY000757,LOAN000330,2024-05-27 05:16:47.117479563,567,5
PAY000758,LOAN000164,2021-05-26 10:41:31.316390514,1626,30
PAY000759,LOAN000192,2020-07-12 13:57:17.282209635,950,30
PAY000760,LOAN000520,2020-07-24 01:32:47.488873959,1692,30
PAY000761,LOAN000400,2021-06-16 01:33:36.262872934,1255,5
PAY000762,LOAN000373,2023-01-27 02:43:40.545386791,864,60
PAY000763,LOAN000064,2024-01-09 11:50:15.571351767,1048,5
PAY000764,LOAN000386,2024-06-30 22:19:38.857899666,900,60
PAY000765,LOAN000494,2023-02-13 14:20:18.232159615,1666,5
PAY000766,LOAN000793,2020-01-11 06:55:18.484956026,87,5
PAY000767,LOAN000692,2020-12-06 09:37:04.860424757,1355,0
PAY000768,LOAN000414,2020-07-01 04:47:40.511624812,816,5
PAY000769,LOAN000793,2021-10-25 19:03:05.777099848,1274,0
PAY000770,LOAN000790,2022-07-04 23:14:18.127868891,1051,60
PAY000771,LOAN000029,2020-03-20 06:52:46.150725842,777,15
PAY000772,LOAN000265,2021-09-28 16:03:44.217676401,463,90
PAY000773,LOAN000327,2020-11-23 08:40:13.342696190,1476,0
PAY000774,LOAN000491,2023-03-28 04:43:57.540428877,937,0
PAY000775,LOAN000216,2022-04-28 05:24:53.460481167,286,60
PAY000776,LOAN000319,2022-06-23 22:41:17.457928896,1457,0
PAY000777,LOAN000917,2022-02-20 09:25:46.278088331,1509,0
PAY000778,LOAN000398,2024-10-12 15:33:08.155493975,1060,60
PAY000779,LOAN000890,2021-01-27 07:42:20.758789062,523,5
PAY000780,LOAN000104,2022-08-01 22:41:40.076283216,1898,0
PAY000781,LOAN000695,2023-09-06 16:53:22.445099592,473,60
PAY000782,LOAN000329,2022-10-14 08:30:49.777647495,816,0
PAY000783,LOAN000659,2024-08-24 07:42:28.068876982,833,60
PAY000784,LOAN000616,2021-11-21 13:09:23.249372482,372,0
PAY000785,LOAN000046,2022-04-27 03:15:24.233552217,1416,15
PAY000786,LOAN000598,2020-06-10 17:31:35.319127560,760,0
PAY000787,LOAN000820,2023-01-17 15:23:34.877057791,534,30
PAY000788,LOAN000948,2021-06-10 13:31:06.213045120,1415,0
PAY000789,LOAN000640,2020-10-19 21:13:50.752843142,1217,30
PAY000790,LOAN000769,2022-09-21 20:36:29.272596836,1227,0
PAY000791,LOAN000313,2022-08-30 12:44:25.543256283,1495,0
PAY000792,LOAN000146,2020-05-18 14:49:11.007811308,65,30
PAY000793,LOAN000957,2023-06-29 15:21:04.337372303,1263,0
PAY000794,LOAN000461,2023-02-13 15:09:46.856370926,498,0
PAY000795,LOAN000583,2020-12-11 08:01:47.329926252,1061,0
PAY000796,LOAN000485,2022-05-07 15:46:47.408629894,1865,0
PAY000797,LOAN000651,2023-08-09 00:43:09.270306826,1616,0
PAY000798,LOAN000409,2022-08-25 06:41:54.064513922,731,0
PAY000799,LOAN000026,2021-12-23 13:24:18.044989824,1993,0
PAY000800,LOAN000028,2021-08-11 21:53:48.155759573,1217,15
PAY000801,LOAN000270,2023-01-20 04:33:00.952590466,1458,5
PAY000802,LOAN000685,2024-09-11 18:02:17.532626629,1408,0
PAY000803,LOAN000500,2023-05-12 06:40:03.954924107,1901,90
PAY000804,LOAN000252,2020-05-16 13:27:30.177522659,50,60
PAY000805,LOAN000384,2022-04-21 16:06:52.982080460,1517,0
PAY000806,LOAN000059,2024-06-15 12:51:23.466520786,1013,0
