loan_id,month_end,days_past_due,pd_estimate,lgd_estimate,prev_dpd
LOAN000270,2023-06-30,0,0.2842,0.8494,0.0
LOAN000912,2023-06-30,60,0.0127,0.2046,60.0
LOAN000671,2023-06-30,0,0.0691,0.8176,60.0
LOAN000933,2023-06-30,0,0.1874,0.5028,0.0
LOAN000637,2023-06-30,60,0.2094,0.3027,0.0
LOAN000627,2023-06-30,0,0.0477,0.3161,
LOAN000258,2023-06-30,0,0.2278,0.8587,0.0
LOAN000772,2023-06-30,30,0.2151,0.2508,
LOAN000634,2023-06-30,0,0.0899,0.3927,0.0
LOAN000811,2023-06-30,30,0.1669,0.796,0.0
LOAN000880,2023-06-30,0,0.2701,0.575,60.0
LOAN000421,2023-06-30,0,0.0645,0.8196,0.0
LOAN000511,2023-06-30,0,0.1672,0.3227,0.0
LOAN000874,2023-06-30,90,0.0667,0.8993,30.0
LOAN000076,2023-06-30,0,0.0926,0.5647,90.0
LOAN000294,2023-06-30,0,0.0166,0.4963,0.0
LOAN000374,2023-06-30,60,0.2567,0.2019,
LOAN000862,2023-06-30,0,0.1324,0.4475,0.0
LOAN000943,2023-06-30,60,0.2839,0.8456,0.0
LOAN000244,2023-06-30,30,0.2769,0.2519,90.0
LOAN000757,2023-06-30,0,0.0644,0.4412,90.0
LOAN000810,2023-06-30,0,0.0258,0.3455,30.0
LOAN000547,2023-06-30,0,0.1708,0.3641,0.0
LOAN000165,2023-06-30,0,0.0777,0.4624,0.0
LOAN000216,2023-06-30,30,0.1629,0.5561,30.0
LOAN000712,2023-06-30,0,0.159,0.6537,90.0
LOAN000894,2023-06-30,0,0.2175,0.2388,0.0
LOAN000015,2023-06-30,30,0.0137,0.3,30.0
LOAN000554,2023-06-30,30,0.0177,0.8981,0.0
LOAN000547,2023-06-30,60,0.2387,0.8882,0.0
LOAN000486,2023-06-30,0,0.2474,0.6858,0.0
LOAN000880,2023-06-30,0,0.2676,0.8042,0.0
LOAN000895,2023-06-30,0,0.254,0.2587,60.0
LOAN000929,2023-06-30,30,0.0656,0.6857,0.0
LOAN000121,2023-06-30,0,0.2901,0.6445,0.0
LOAN000001,2023-06-30,0,0.2207,0.48,0.0
LOAN000453,2023-06-30,0,0.1208,0.3938,60.0
LOAN000045,2023-06-30,0,0.1237,0.2282,
LOAN000330,2023-06-30,90,0.294,0.7889,
LOAN000156,2023-06-30,30,0.1021,0.3899,
LOAN000175,2023-06-30,0,0.2281,0.5368,0.0
LOAN000316,2023-06-30,60,0.2045,0.5889,0.0
LOAN000418,2023-06-30,0,0.1749,0.2481,0.0
LOAN000282,2023-06-30,0,0.2609,0.4081,60.0
LOAN000756,2023-06-30,0,0.0802,0.5277,0.0
LOAN000862,2023-06-30,0,0.1812,0.2824,0.0
LOAN000654,2023-06-30,0,0.0617,0.8259,
LOAN000425,2023-06-30,0,0.0793,0.3466,0.0
LOAN000635,2023-06-30,0,0.1739,0.6967,0.0
LOAN000745,2023-06-30,0,0.0366,0.3809,30.0
LOAN000664,2023-06-30,30,0.2766,0.5484,
LOAN000880,2023-06-30,0,0.0495,0.8171,0.0
LOAN000673,2023-06-30,0,0.0266,0.8848,0.0
LOAN000683,2023-06-30,0,0.0727,0.8422,0.0
LOAN000395,2023-06-30,0,0.2967,0.5068,30.0
LOAN000322,2023-06-30,30,0.1722,0.7158,0.0
LOAN000327,2023-06-30,0,0.1688,0.7269,0.0
LOAN000852,2023-06-30,30,0.1723,0.3102,
LOAN000430,2023-06-30,0,0.0961,0.6706,0.0
LOAN000377,2023-06-30,60,0.0934,0.6419,30.0
LOAN000475,2023-06-30,0,0.0287,0.4525,30.0
LOAN000726,2023-06-30,0,0.1942,0.44,30.0
LOAN000772,2023-06-30,0,0.2844,0.4004,30.0
LOAN000601,2023-06-30,0,0.2893,0.5739,0.0
LOAN000340,2023-06-30,0,0.117,0.8606,0.0
LOAN000282,2023-06-30,0,0.2548,0.4714,0.0
LOAN000218,2023-06-30,0,0.059,0.7596,0.0
LOAN000426,2023-06-30,0,0.0102,0.585,0.0
LOAN000257,2023-06-30,0,0.0865,0.5627,30.0
LOAN000177,2023-06-30,0,0.2452,0.514,60.0
LOAN000720,2023-06-30,60,0.101,0.2352,
LOAN000965,2023-06-30,30,0.1577,0.8947,0.0
LOAN000001,2023-06-30,0,0.2032,0.3665,0.0
LOAN000184,2023-06-30,90,0.2394,0.4502,0.0
LOAN000882,2023-06-30,0,0.1425,0.2465,0.0
LOAN000976,2023-06-30,0,0.152,0.7917,0.0
LOAN000225,2023-06-30,0,0.0952,0.3861,30.0
LOAN000929,2023-06-30,0,0.1123,0.6187,30.0
LOAN000715,2023-06-30,0,0.0602,0.8251,0.0
LOAN000550,2023-06-30,60,0.1315,0.3685,0.0
LOAN000786,2023-06-30,0,0.0449,0.6993,0.0
LOAN000654,2023-06-30,0,0.1126,0.3017,0.0
LOAN000103,2023-06-30,0,0.2254,0.7326,0.0
LOAN000956,2023-06-30,0,0.2548,0.8908,0.0
LOAN000401,2023-06-30,0,0.1428,0.764,0.0
LOAN000304,2023-06-30,0,0.247,0.6324,
LOAN000922,2023-06-30,0,0.2214,0.7918,0.0
LOAN000876,2023-06-30,0,0.0186,0.5489,30.0
LOAN000987,2023-06-30,90,0.1373,0.407,0.0
LOAN000983,2023-06-30,60,0.0678,0.2254,0.0
LOAN000714,2023-06-30,0,0.0508,0.6827,0.0
LOAN000139,2023-06-30,30,0.1321,0.4983,0.0
LOAN000182,2023-06-30,0,0.1425,0.3302,0.0
LOAN000632,2023-06-30,0,0.2437,0.2531,0.0
LOAN000890,2023-06-30,0,0.0214,0.3625,0.0
LOAN000047,2023-06-30,90,0.2205,0.6387,30.0
LOAN000629,2023-06-30,0,0.0374,0.5942,0.0
LOAN000044,2023-06-30,0,0.2446,0.7791,0.0
LOAN000642,2023-06-30,0,0.1136,0.7635,0.0
LOAN000143,2023-06-30,0,0.1652,0.4283,0.0
LOAN000273,2023-06-30,90,0.2555,0.849,60.0
LOAN000926,2023-06-30,0,0.269,0.6011,0.0
LOAN000638,2023-06-30,30,0.0848,0.4369,30.0
LOAN000551,2023-06-30,60,0.1062,0.5807,0.0
LOAN000936,2023-06-30,0,0.0282,0.8938,0.0
LOAN000584,2023-06-30,90,0.0867,0.8164,
LOAN000867,2023-06-30,30,0.0663,0.7314,0.0
LOAN000494,2023-06-30,0,0.0879,0.8166,0.0
LOAN000389,2023-06-30,0,0.2634,0.5856,0.0
LOAN000307,2023-06-30,60,0.1643,0.8239,
LOAN000159,2023-06-30,60,0.2899,0.2723,30.0
LOAN000567,2023-06-30,30,0.2888,0.3246,0.0
LOAN000284,2023-06-30,30,0.1952,0.2798,0.0
LOAN000355,2023-06-30,30,0.1473,0.8026,0.0
LOAN000330,2023-06-30,0,0.112,0.545,90.0
LOAN000164,2023-06-30,0,0.2345,0.8991,0.0
LOAN000325,2023-06-30,0,0.1727,0.3034,60.0
LOAN000941,2023-06-30,60,0.1798,0.2999,0.0
LOAN000526,2023-06-30,0,0.1604,0.3327,0.0
LOAN000172,2023-06-30,60,0.168,0.2521,0.0
LOAN000108,2023-06-30,0,0.2457,0.8265,0.0
LOAN000537,2023-06-30,0,0.0183,0.4104,
LOAN000764,2023-06-30,60,0.0418,0.3683,0.0
LOAN000340,2023-06-30,0,0.0938,0.8755,0.0
LOAN000915,2023-06-30,0,0.014,0.8165,0.0
LOAN000045,2023-06-30,0,0.1357,0.5258,0.0
LOAN000123,2023-06-30,0,0.0589,0.5015,0.0
LOAN000531,2023-06-30,60,0.2454,0.8203,30.0
LOAN000011,2023-06-30,0,0.0439,0.4766,30.0
LOAN000576,2023-06-30,0,0.0671,0.4469,0.0
LOAN000804,2023-06-30,0,0.1847,0.2854,0.0
LOAN000539,2023-06-30,90,0.1025,0.4575,
LOAN000787,2023-06-30,0,0.2768,0.2152,90.0
LOAN000137,2023-06-30,0,0.0745,0.296,30.0
LOAN000040,2023-06-30,90,0.1149,0.2428,60.0
LOAN000743,2023-06-30,90,0.0356,0.5154,0.0
LOAN000557,2023-06-30,0,0.218,0.4237,90.0
LOAN000053,2023-06-30,0,0.157,0.5889,30.0
LOAN000957,2023-06-30,30,0.112,0.6361,0.0
LOAN000226,2023-06-30,0,0.0806,0.6984,30.0
LOAN000760,2023-06-30,0,0.1475,0.8981,30.0
LOAN000018,2023-06-30,0,0.1094,0.6407,90.0
LOAN000400,2023-06-30,0,0.2747,0.2512,60.0
LOAN000775,2023-06-30,30,0.0637,0.494,0.0
LOAN000868,2023-06-30,0,0.1862,0.8183,60.0
LOAN000939,2023-06-30,30,0.2038,0.6304,0.0
LOAN000990,2023-06-30,0,0.299,0.8577,0.0
LOAN000076,2023-06-30,30,0.0309,0.5795,0.0
LOAN000107,2023-06-30,0,0.0713,0.2526,
LOAN000300,2023-06-30,30,0.2336,0.2649,0.0
LOAN000262,2023-06-30,0,0.0505,0.2542,0.0
LOAN000767,2023-06-30,0,0.0742,0.5373,0.0
LOAN000388,2023-06-30,0,0.2371,0.2977,0.0
LOAN000484,2023-06-30,0,0.1573,0.2809,0.0
LOAN000608,2023-06-30,0,0.1291,0.7193,0.0
LOAN000333,2023-06-30,0,0.2423,0.6983,0.0
LOAN000991,2023-06-30,0,0.1421,0.8404,
LOAN000617,2023-06-30,30,0.2007,0.2726,0.0
LOAN000190,2023-06-30,60,0.0587,0.7678,0.0
LOAN000936,2023-06-30,60,0.172,0.2197,0.0
LOAN000933,2023-06-30,0,0.0734,0.5887,0.0
LOAN000277,2023-06-30,60,0.2307,0.609,30.0
LOAN000721,2023-06-30,0,0.0387,0.2577,60.0
LOAN000587,2023-06-30,0,0.0194,0.8493,0.0
LOAN000916,2023-06-30,30,0.107,0.7862,0.0
LOAN000344,2023-06-30,0,0.1884,0.8218,0.0
LOAN000499,2023-06-30,90,0.1994,0.5918,0.0
LOAN000344,2023-06-30,0,0.0373,0.2866,0.0
LOAN000742,2023-06-30,60,0.157,0.8383,0.0
LOAN000568,2023-06-30,0,0.2289,0.5756,60.0
LOAN000279,2023-06-30,30,0.0992,0.3936,30.0
LOAN000109,2023-06-30,0,0.0278,0.2777,0.0
LOAN000261,2023-06-30,30,0.164,0.3681,30.0
LOAN000058,2023-06-30,0,0.0622,0.6135,30.0
LOAN000471,2023-06-30,0,0.0166,0.5152,0.0
LOAN000527,2023-06-30,0,0.2282,0.5753,
LOAN000998,2023-06-30,0,0.1197,0.8597,0.0
LOAN000391,2023-06-30,0,0.0367,0.3781,0.0
LOAN000473,2023-06-30,60,0.173,0.604,0.0
LOAN000328,2023-06-30,0,0.1743,0.3161,0.0
LOAN000972,2023-06-30,0,0.2311,0.2079,60.0
LOAN000755,2023-06-30,0,0.1139,0.8582,60.0
LOAN000168,2023-06-30,0,0.1093,0.3954,0.0
LOAN000570,2023-06-30,0,0.0416,0.3245,60.0
LOAN000991,2023-06-30,0,0.2043,0.5468,0.0
LOAN000754,2023-06-30,30,0.214,0.8551,0.0
LOAN000333,2023-06-30,30,0.141,0.8291,0.0
LOAN000710,2023-06-30,30,0.2837,0.7184,60.0
LOAN000069,2023-06-30,0,0.0468,0.516,0.0
LOAN000227,2023-06-30,60,0.1714,0.6538,30.0
LOAN000051,2023-06-30,0,0.1728,0.7947,30.0
LOAN000187,2023-06-30,30,0.0456,0.6084,0.0
LOAN000358,2023-06-30,0,0.296,0.5638,0.0
LOAN000703,2023-06-30,0,0.2227,0.3362,0.0
LOAN000174,2023-06-30,0,0.2704,0.7646,0.0
LOAN000989,2023-06-30,0,0.0999,0.5647,0.0
LOAN000859,2023-06-30,0,0.102,0.3694,
LOAN000223,2023-06-30,0,0.242,0.4033,0.0
LOAN000116,2023-06-30,60,0.0106,0.5501,30.0
LOAN000019,2023-06-30,30,0.2667,0.4891,0.0
LOAN000772,2023-06-30,0,0.0551,0.223,0.0
LOAN000013,2023-06-30,0,0.2716,0.4507,90.0
LOAN000152,2023-06-30,0,0.2382,0.5338,90.0
LOAN000007,2023-07-31,0,0.0273,0.5725,0.0
LOAN000545,2023-07-31,90,0.2036,0.486,0.0
LOAN000256,2023-07-31,30,0.1302,0.2695,
LOAN000246,2023-07-31,30,0.1377,0.5127,0.0
LOAN000299,2023-07-31,0,0.0299,0.5169,30.0
LOAN000791,2023-07-31,0,0.2205,0.8332,0.0
LOAN000110,2023-07-31,0,0.2008,0.8023,0.0
LOAN000353,2023-07-31,30,0.28,0.8774,30.0
LOAN000084,2023-07-31,0,0.0155,0.6424,0.0
LOAN000760,2023-07-31,30,0.1331,0.518,0.0
LOAN000469,2023-07-31,0,0.144,0.6108,30.0
LOAN000224,2023-07-31,90,0.1581,0.2061,
LOAN000328,2023-07-31,90,0.1731,0.3657,0.0
LOAN000276,2023-07-31,0,0.0884,0.8372,
LOAN000074,2023-07-31,0,0.0331,0.2505,
LOAN000778,2023-07-31,0,0.1351,0.2171,90.0
LOAN000738,2023-07-31,0,0.2532,0.3234,60.0
LOAN000125,2023-07-31,60,0.0917,0.7567,0.0
LOAN000106,2023-07-31,30,0.1991,0.5981,30.0
LOAN000132,2023-07-31,0,0.286,0.842,0.0
LOAN000404,2023-07-31,30,0.1824,0.8276,0.0
LOAN000557,2023-07-31,0,0.1063,0.5736,0.0
LOAN000585,2023-07-31,0,0.2307,0.54,30.0
LOAN000668,2023-07-31,0,0.0637,0.3057,0.0
LOAN000381,2023-07-31,0,0.2987,0.7652,0.0
LOAN000306,2023-07-31,0,0.2307,0.6928,30.0
LOAN000317,2023-07-31,0,0.0887,0.2178,0.0
LOAN000672,2023-07-31,90,0.1746,0.6707,30.0
LOAN000606,2023-07-31,0,0.0168,0.2648,0.0
LOAN000329,2023-07-31,0,0.024,0.4307,30.0
LOAN000964,2023-07-31,0,0.1162,0.4326,0.0
LOAN000861,2023-07-31,0,0.1202,0.6035,0.0
LOAN000632,2023-07-31,0,0.2096,0.2571,0.0
LOAN000190,2023-07-31,60,0.068,0.3113,60.0
LOAN000907,2023-07-31,0,0.1765,0.4464,30.0
LOAN000478,2023-07-31,0,0.2567,0.6097,0.0
LOAN000760,2023-07-31,0,0.0339,0.689,30.0
LOAN000709,2023-07-31,30,0.1213,0.3846,30.0
LOAN000877,2023-07-31,0,0.1537,0.2001,90.0
LOAN000694,2023-07-31,30,0.2392,0.5869,0.0
LOAN000094,2023-07-31,0,0.067,0.2711,60.0
LOAN000183,2023-07-31,0,0.2801,0.5208,0.0
LOAN000816,2023-07-31,30,0.1568,0.6057,0.0
LOAN000317,2023-07-31,0,0.0332,0.7867,0.0
LOAN000466,2023-07-31,0,0.0755,0.7483,60.0
LOAN000019,2023-07-31,30,0.2561,0.3297,30.0
LOAN000852,2023-07-31,0,0.0807,0.3486,30.0
LOAN000420,2023-07-31,0,0.1324,0.8178,0.0
LOAN000001,2023-07-31,0,0.0565,0.7067,0.0
LOAN000294,2023-07-31,0,0.2217,0.7971,0.0
LOAN000407,2023-07-31,0,0.1787,0.5789,30.0
LOAN000829,2023-07-31,0,0.285,0.3404,0.0
LOAN000582,2023-07-31,60,0.0307,0.4092,0.0
LOAN000288,2023-07-31,30,0.1895,0.8721,0.0
LOAN000177,2023-07-31,90,0.0615,0.8306,0.0
LOAN000706,2023-07-31,0,0.1895,0.7168,0.0
LOAN000792,2023-07-31,0,0.2375,0.7132,0.0
LOAN000596,2023-07-31,60,0.1628,0.3919,30.0
LOAN000141,2023-07-31,0,0.2431,0.4913,
LOAN000438,2023-07-31,0,0.01,0.3751,90.0
LOAN000541,2023-07-31,0,0.2661,0.5808,30.0
LOAN000300,2023-07-31,60,0.0301,0.2112,30.0
LOAN000949,2023-07-31,30,0.1405,0.7566,
LOAN000399,2023-07-31,30,0.1848,0.2755,0.0
LOAN000563,2023-07-31,90,0.0416,0.6768,0.0
LOAN000742,2023-07-31,0,0.2978,0.5823,60.0
LOAN000879,2023-07-31,90,0.1662,0.8081,0.0
LOAN000547,2023-07-31,0,0.2914,0.389,60.0
LOAN000504,2023-07-31,0,0.2652,0.4654,
LOAN000278,2023-07-31,0,0.1049,0.2162,0.0
LOAN000656,2023-07-31,0,0.1908,0.4034,
LOAN000259,2023-07-31,0,0.0743,0.3081,0.0
LOAN000127,2023-07-31,0,0.2191,0.5353,0.0
LOAN000026,2023-07-31,30,0.1124,0.7809,0.0
LOAN000858,2023-07-31,0,0.1869,0.3191,
LOAN000815,2023-07-31,0,0.1588,0.6035,0.0
LOAN000501,2023-07-31,30,0.1713,0.299,0.0
LOAN000850,2023-07-31,0,0.2525,0.2636,0.0
LOAN000662,2023-07-31,60,0.1348,0.7643,0.0
LOAN000565,2023-07-31,0,0.1441,0.7723,30.0
LOAN000989,2023-07-31,0,0.0395,0.791,0.0
LOAN000320,2023-07-31,0,0.2342,0.6319,60.0
LOAN000277,2023-07-31,30,0.0916,0.229,60.0
LOAN000844,2023-07-31,30,0.2271,0.5627,0.0
LOAN000647,2023-07-31,0,0.0267,0.7627,0.0
LOAN000249,2023-07-31,0,0.1713,0.784,0.0
LOAN000844,2023-07-31,0,0.2468,0.515,30.0
LOAN000363,2023-07-31,0,0.2545,0.7052,90.0
LOAN000486,2023-07-31,0,0.1554,0.7694,0.0
LOAN000185,2023-07-31,30,0.068,0.5722,90.0
LOAN000727,2023-07-31,0,0.1906,0.6467,
LOAN000728,2023-07-31,0,0.2539,0.5462,0.0
LOAN000993,2023-07-31,0,0.0245,0.5558,
LOAN000900,2023-07-31,0,0.0623,0.6535,0.0
LOAN000279,2023-07-31,0,0.1096,0.7433,30.0
LOAN000306,2023-07-31,0,0.2258,0.6949,0.0
LOAN000712,2023-07-31,60,0.1297,0.3265,0.0
LOAN000391,2023-07-31,30,0.0996,0.3882,0.0
LOAN000616,2023-07-31,0,0.1983,0.6665,30.0
LOAN000809,2023-07-31,0,0.124,0.6969,0.0
LOAN000771,2023-07-31,60,0.2724,0.7534,0.0
LOAN000093,2023-07-31,30,0.1729,0.8429,0.0
LOAN000827,2023-07-31,0,0.1672,0.2824,0.0
LOAN000028,2023-07-31,0,0.234,0.3908,0.0
LOAN000380,2023-07-31,0,0.1445,0.431,60.0
LOAN000741,2023-07-31,0,0.1454,0.4531,0.0
LOAN000042,2023-07-31,0,0.2374,0.6602,0.0
LOAN000150,2023-07-31,30,0.2252,0.8022,0.0
LOAN000012,2023-07-31,30,0.1948,0.3335,0.0
LOAN000365,2023-07-31,30,0.0607,0.5319,30.0
LOAN000371,2023-07-31,0,0.1823,0.6105,0.0
LOAN000450,2023-07-31,90,0.2859,0.2632,
LOAN000448,2023-07-31,30,0.064,0.5639,0.0
LOAN000182,2023-07-31,60,0.2703,0.3109,0.0
LOAN000579,2023-07-31,0,0.2009,0.2422,
LOAN000377,2023-07-31,90,0.1039,0.2428,60.0
LOAN000061,2023-07-31,30,0.2016,0.4838,0.0
LOAN000431,2023-07-31,0,0.0591,0.5349,30.0
LOAN000385,2023-07-31,0,0.1175,0.3133,0.0
LOAN000375,2023-07-31,0,0.0945,0.7097,0.0
LOAN000260,2023-07-31,0,0.0804,0.5343,30.0
LOAN000348,2023-07-31,30,0.2137,0.4382,0.0
LOAN000360,2023-07-31,0,0.1484,0.6306,60.0
LOAN000735,2023-07-31,0,0.0769,0.4009,0.0
LOAN000318,2023-07-31,0,0.0533,0.4297,90.0
LOAN000591,2023-07-31,0,0.1376,0.2429,0.0
LOAN000728,2023-07-31,30,0.2672,0.4403,0.0
LOAN000500,2023-07-31,0,0.2224,0.6112,
LOAN000031,2023-07-31,0,0.2229,0.833,0.0
LOAN000811,2023-07-31,0,0.2939,0.5765,30.0
LOAN000393,2023-07-31,0,0.2279,0.3213,90.0
LOAN000383,2023-07-31,0,0.1638,0.6579,0.0
LOAN000156,2023-07-31,0,0.2357,0.7161,30.0
LOAN000925,2023-07-31,30,0.1173,0.5846,60.0
LOAN000280,2023-07-31,0,0.2894,0.7341,30.0
LOAN000314,2023-07-31,0,0.0443,0.2472,60.0
LOAN000433,2023-07-31,90,0.2562,0.8955,60.0
LOAN000185,2023-07-31,0,0.0111,0.8504,30.0
LOAN000473,2023-07-31,0,0.0663,0.4145,60.0
LOAN000847,2023-07-31,60,0.1458,0.3309,0.0
LOAN000468,2023-07-31,0,0.1172,0.5321,0.0
LOAN000315,2023-07-31,60,0.1235,0.8686,0.0
LOAN000890,2023-07-31,0,0.1625,0.3607,0.0
LOAN000037,2023-07-31,0,0.1026,0.8476,0.0
LOAN000349,2023-07-31,0,0.1403,0.718,
LOAN000835,2023-07-31,30,0.0907,0.5272,30.0
LOAN000015,2023-07-31,0,0.0141,0.2335,30.0
LOAN000164,2023-07-31,30,0.1704,0.8748,0.0
LOAN000045,2023-07-31,0,0.0846,0.75,0.0
LOAN000797,2023-07-31,60,0.2005,0.3881,0.0
LOAN000970,2023-07-31,0,0.2183,0.5232,0.0
LOAN000649,2023-07-31,0,0.0918,0.5382,0.0
LOAN000442,2023-07-31,0,0.1365,0.8553,
LOAN000819,2023-07-31,30,0.2688,0.5177,
LOAN000966,2023-07-31,0,0.086,0.7127,60.0
LOAN000630,2023-07-31,0,0.2827,0.5036,0.0
LOAN000494,2023-07-31,30,0.0997,0.8706,0.0
LOAN000208,2023-07-31,0,0.0825,0.5635,0.0
LOAN000698,2023-07-31,0,0.2158,0.2982,0.0
LOAN000947,2023-07-31,0,0.1786,0.6172,30.0
LOAN000329,2023-07-31,60,0.0646,0.8688,0.0
LOAN000597,2023-07-31,60,0.2768,0.8599,30.0
LOAN000076,2023-07-31,0,0.1135,0.6613,30.0
LOAN000299,2023-07-31,30,0.0374,0.6471,0.0
LOAN000063,2023-07-31,0,0.2148,0.6516,
LOAN000081,2023-07-31,30,0.0911,0.6636,30.0
LOAN000343,2023-07-31,0,0.2956,0.6565,30.0
LOAN000058,2023-07-31,0,0.1526,0.7033,0.0
LOAN000145,2023-07-31,0,0.2322,0.6062,
LOAN000890,2023-07-31,0,0.1039,0.771,0.0
LOAN000628,2023-07-31,0,0.0186,0.7183,0.0
LOAN000492,2023-07-31,0,0.2613,0.3136,0.0
LOAN000409,2023-07-31,60,0.0384,0.4028,0.0
LOAN000895,2023-07-31,0,0.2574,0.743,0.0
LOAN000132,2023-07-31,0,0.0487,0.8028,0.0
LOAN000269,2023-07-31,0,0.2795,0.5439,0.0
LOAN000109,2023-07-31,0,0.2566,0.6128,0.0
LOAN000187,2023-07-31,0,0.2048,0.5414,30.0
LOAN000357,2023-07-31,30,0.0445,0.734,60.0
LOAN000069,2023-07-31,0,0.098,0.6385,0.0
LOAN000851,2023-07-31,30,0.2371,0.7077,30.0
LOAN000455,2023-07-31,0,0.2692,0.6758,30.0
LOAN000106,2023-07-31,90,0.0265,0.8412,30.0
LOAN000129,2023-07-31,0,0.2844,0.7948,0.0
LOAN000497,2023-07-31,0,0.2091,0.2599,0.0
LOAN000752,2023-07-31,0,0.2105,0.6554,0.0
LOAN000358,2023-07-31,30,0.1242,0.8857,0.0
LOAN000319,2023-07-31,30,0.1337,0.8234,0.0
LOAN000779,2023-07-31,0,0.1167,0.4487,
LOAN000152,2023-07-31,30,0.2467,0.4624,0.0
LOAN000935,2023-07-31,0,0.2821,0.8354,0.0
LOAN000798,2023-07-31,0,0.2485,0.788,30.0
LOAN000511,2023-07-31,0,0.2828,0.4346,0.0
LOAN000397,2023-07-31,0,0.2327,0.5004,30.0
LOAN000466,2023-07-31,30,0.2506,0.2917,0.0
LOAN000436,2023-07-31,30,0.0765,0.4731,90.0
LOAN000399,2023-07-31,30,0.1121,0.3422,30.0
LOAN000603,2023-07-31,0,0.2933,0.3836,0.0
LOAN000195,2023-07-31,60,0.0605,0.3736,
LOAN000597,2023-07-31,0,0.2511,0.7573,60.0
LOAN000124,2023-07-31,0,0.0278,0.6903,0.0
LOAN000464,2023-07-31,0,0.1091,0.4809,0.0
LOAN000814,2023-07-31,60,0.034,0.7493,0.0
LOAN000325,2023-07-31,0,0.2044,0.5048,0.0
LOAN000450,2023-07-31,0,0.1775,0.4162,90.0
LOAN000773,2023-07-31,30,0.2374,0.246,0.0
LOAN000625,2023-07-31,30,0.2704,0.3398,0.0
LOAN000393,2023-07-31,0,0.1393,0.5869,0.0
LOAN000789,2023-07-31,60,0.2919,0.62,60.0
LOAN000786,2023-07-31,30,0.2335,0.6118,0.0
LOAN000671,2023-07-31,0,0.2451,0.7788,0.0
LOAN000974,2023-07-31,30,0.0224,0.4613,30.0
LOAN000563,2023-07-31,60,0.2692,0.2649,90.0
LOAN000138,2023-07-31,90,0.197,0.7089,30.0
LOAN000980,2023-07-31,0,0.074,0.4768,
LOAN000005,2023-07-31,0,0.1885,0.6677,60.0
LOAN000340,2023-07-31,0,0.2092,0.8244,0.0
LOAN000430,2023-07-31,0,0.2192,0.5383,0.0
LOAN000036,2023-07-31,0,0.1851,0.2454,0.0
LOAN000467,2023-07-31,0,0.1504,0.7606,0.0
LOAN000167,2023-07-31,0,0.2014,0.8451,0.0
LOAN000547,2023-07-31,0,0.0969,0.4076,0.0
LOAN000761,2023-07-31,60,0.1209,0.5151,30.0
LOAN000649,2023-07-31,0,0.0174,0.3236,0.0
LOAN000412,2023-07-31,0,0.0356,0.2625,60.0
LOAN000390,2023-07-31,30,0.277,0.2455,60.0
LOAN000870,2023-07-31,0,0.2252,0.3167,0.0
LOAN000676,2023-07-31,30,0.2153,0.5703,30.0
LOAN000073,2023-07-31,0,0.2431,0.3886,0.0
LOAN000190,2023-07-31,30,0.2724,0.3388,60.0
LOAN000535,2023-07-31,0,0.2719,0.7551,0.0
LOAN000091,2023-07-31,0,0.0104,0.2785,0.0
LOAN000198,2023-07-31,0,0.0882,0.3796,
LOAN000021,2023-07-31,60,0.195,0.5153,
LOAN000498,2023-07-31,0,0.2678,0.7792,0.0
LOAN000629,2023-07-31,0,0.0361,0.5583,0.0
LOAN000951,2023-07-31,0,0.104,0.213,30.0
LOAN000929,2023-07-31,0,0.2391,0.5605,0.0
LOAN000028,2023-07-31,0,0.2636,0.8692,0.0
LOAN000389,2023-07-31,30,0.0621,0.5407,0.0
LOAN000145,2023-07-31,0,0.1976,0.3553,0.0
LOAN000573,2023-07-31,0,0.1032,0.8744,0.0
LOAN000963,2023-07-31,30,0.05,0.218,0.0
LOAN000461,2023-07-31,0,0.1362,0.2282,30.0
LOAN000681,2023-07-31,60,0.0756,0.6385,0.0
LOAN000986,2023-07-31,0,0.1154,0.4734,0.0
LOAN000065,2023-07-31,30,0.1852,0.6869,0.0
LOAN000108,2023-07-31,0,0.059,0.5285,0.0
LOAN000926,2023-07-31,0,0.0719,0.3717,0.0
LOAN000928,2023-07-31,0,0.0127,0.8862,
LOAN000651,2023-07-31,0,0.2391,0.3487,0.0
LOAN000751,2023-07-31,0,0.1877,0.4111,
LOAN000079,2023-07-31,0,0.2825,0.2559,0.0
LOAN000034,2023-07-31,60,0.2398,0.2623,30.0
LOAN000522,2023-07-31,0,0.1664,0.8157,0.0
LOAN000012,2023-07-31,60,0.1857,0.6038,30.0
LOAN000355,2023-07-31,0,0.1639,0.6765,30.0
LOAN000936,2023-07-31,0,0.1253,0.8502,60.0
LOAN000982,2023-07-31,0,0.2711,0.7448,0.0
LOAN000387,2023-07-31,30,0.2053,0.8253,30.0
LOAN000846,2023-07-31,0,0.1812,0.5412,0.0
LOAN000388,2023-07-31,0,0.2689,0.8072,0.0
LOAN000441,2023-07-31,0,0.2163,0.3737,0.0
LOAN000389,2023-07-31,0,0.2343,0.7781,30.0
LOAN000269,2023-07-31,30,0.1437,0.2513,0.0
LOAN000680,2023-07-31,0,0.1948,0.4911,0.0
LOAN000478,2023-07-31,0,0.1348,0.2638,0.0
LOAN000772,2023-07-31,0,0.0419,0.3989,0.0
LOAN000054,2023-07-31,30,0.1483,0.6385,0.0
