customer_id,country,customer_type,annual_income,credit_score,created_at
CUST000388,Nigeria,Retail,48445,726,2022-02-01 06:40:26.080007076
CUST000389,UK,SME,13640,338,2020-09-24 12:53:54.824474335
CUST000390,Nigeria,Retail,18421,486,2020-06-27 01:43:08.253681421
CUST000391,Singapore,Retail,14857,392,2018-04-26 16:51:08.034159899
CUST000392,Singapore,Retail,46636,385,2019-07-12 04:37:17.788834333
CUST000393,Nigeria,SME,3637,343,2018-02-08 19:22:29.683840752
CUST000394,Singapore,Retail,597,436,2022-01-26 16:24:17.767286777
CUST000395,Singapore,Retail,11907,720,2018-09-28 16:00:04.965679884
CUST000396,Singapore,Retail,31075,373,2024-02-11 07:27:15.022136211
CUST000397,USA,Retail,13222,847,2021-08-30 16:14:27.218917131
CUST000398,UAE,Retail,13424,811,2022-11-25 02:34:13.220813274
CUST000399,UK,SME,4250,455,2020-11-16 13:28:40.843443394
CUST000400,USA,SME,28233,554,2021-12-04 09:39:42.187594891
CUST000401,Singapore,SME,9035,470,2024-08-07 09:06:30.139517546
CUST000402,Nigeria,SME,24987,469,2018-07-31 13:13:21.157051563
CUST000403,Singapore,Retail,31151,621,2019-10-12 07:39:11.474688292
CUST000404,UAE,SME,5166,755,2023-06-18 10:19:25.125046730
CUST000405,Singapore,Retail,49277,454,2018-09-10 11:18:17.683111668
CUST000406,Nigeria,Retail,17494,648,2018-07-13 11:10:14.247794867
CUST000407,UAE,Retail,2227,750,2020-07-13 11:04:21.211456299
CUST000408,Singapore,Retail,35122,472,2018-08-24 16:09:47.791930437
CUST000409,UAE,SME,11300,309,2022-02-05 01:05:37.828716993
CUST000410,UK,Retail,38323,564,2019-08-02 14:03:34.531607151
CUST000411,UK,Retail,43539,737,2024-04-09 07:11:33.380228758
CUST000412,Singapore,Retail,19208,546,2023-06-27 09:49:58.660722256
CUST000413,UAE,SME,13319,845,2022-11-25 03:30:32.716485500
CUST000414,Nigeria,Retail,9869,798,2022-04-27 12:37:15.861115694
CUST000415,Singapore,Retail,9783,428,2024-01-17 21:09:53.782541752
CUST000416,UK,Retail,31073,626,2019-07-25 08:52:21.333921194
CUST000417,UK,SME,13671,703,2024-02-11 12:56:36.465918541
CUST000418,Singapore,Retail,31433,658,2023-07-12 17:33:48.130874156
CUST000419,UAE,Retail,6274,316,2023-03-29 01:08:00.937534094
CUST000420,UK,Retail,7019,573,2021-12-06 03:08:18.427567005
CUST000421,UAE,Retail,11483,415,2019-09-22 15:30:42.013597727
CUST000422,UK,Retail,31432,390,2020-12-19 00:17:18.630926609
CUST000423,UK,Retail,31298,381,2023-07-23 03:50:38.139853954
CUST000424,USA,SME,18633,623,2018-03-23 06:10:55.300945044
CUST000425,UK,Retail,15439,413,2023-06-23 16:53:29.789442062
CUST000426,Nigeria,Retail,1281,357,2019-09-06 20:39:40.328067541
CUST000427,Singapore,SME,49550,453,2019-01-04 23:58:01.307579994
CUST000428,Singapore,Retail,28124,703,2018-10-23 20:21:30.578719616
CUST000429,UAE,Retail,7323,565,2018-03-11 16:16:43.440231323
CUST000430,UK,Retail,18989,614,2021-08-31 19:27:19.530252457
CUST000431,Nigeria,Retail,40461,340,2019-07-13 02:10:18.722887754
CUST000432,UAE,SME,29618,404,2024-12-04 23:26:54.968512058
CUST000433,USA,Retail,35381,492,2022-01-08 20:02:05.403715849
CUST000434,UAE,SME,16780,700,2018-12-19 13:44:35.555422783
CUST000435,UAE,Retail,22763,577,2022-10-28 03:58:46.576242685
CUST000436,UK,Retail,14065,653,2024-04-14 12:43:37.882447720
CUST000437,USA,Retail,20854,555,2023-03-21 10:10:30.978632927
CUST000438,UAE,Retail,43451,398,2018-07-15 10:57:41.012167692
CUST000439,Nigeria,Retail,26143,581,2024-04-09 18:37:13.553152084
CUST000440,Nigeria,SME,24148,702,2023-07-24 01:51:30.785235643
CUST000441,Singapore,Retail,42471,408,2019-02-09 18:47:37.470052719
CUST000442,USA,SME,19158,498,2018-05-13 09:59:47.111119747
CUST000443,USA,Retail,21753,602,2021-11-26 01:02:07.389198542
CUST000444,Singapore,SME,49063,626,2019-02-03 23:36:20.413122177
CUST000445,UAE,SME,26890,453,2023-11-05 01:10:39.283920050
CUST000446,USA,SME,23628,704,2020-07-05 06:16:52.358258247
CUST000447,Nigeria,SME,13989,761,2024-05-23 06:23:00.774939060
CUST000448,Nigeria,SME,38814,431,2021-12-17 11:09:06.292617321
CUST000449,UK,Retail,33158,383,2019-04-13 02:14:19.953671932
CUST000450,USA,Retail,7352,698,2018-12-23 22:54:11.851690292
CUST000451,UAE,Retail,29950,408,2022-01-14 00:57:37.972959280
CUST000452,Singapore,SME,3051,520,2023-05-03 03:16:24.573987961
CUST000453,Singapore,Retail,6911,667,2023-06-22 07:26:18.926311970
CUST000454,UAE,SME,49659,446,2019-12-07 02:40:49.424709082
CUST000455,UK,Retail,33743,411,2019-06-07 06:12:54.363318920
CUST000456,Singapore,Retail,22300,793,2018-02-12 20:18:03.218718767
CUST000457,USA,Retail,10903,804,2022-10-03 17:05:36.639288187
CUST000458,UK,Retail,7739,774,2018-07-15 18:50:27.180778027
CUST000459,USA,Retail,7210,570,2020-12-11 21:16:24.347896814
CUST000460,Nigeria,Retail,21884,720,2022-03-19 12:01:51.749309301
CUST000461,UK,Retail,21538,666,2024-07-24 04:30:06.234590530
CUST000462,Singapore,Retail,41346,579,2020-03-08 06:40:24.746525764
CUST000463,UK,Retail,22947,582,2019-10-01 16:01:05.034065008
CUST000464,UK,Retail,2785,339,2022-07-31 16:30:01.253625392
CUST000465,UK,SME,38491,488,2022-05-03 09:27:39.308631182
CUST000466,UK,Retail,14021,463,2020-04-29 04:54:47.455390692
CUST000467,USA,Retail,48157,835,2024-07-01 03:45:12.389632463
CUST000468,Nigeria,Retail,7471,835,2023-12-01 07:30:40.728181601
CUST000469,UAE,Retail,29639,303,2019-07-27 17:21:39.148733854
CUST000470,UK,Retail,20409,589,2019-09-04 11:41:59.021612883
CUST000471,Singapore,Retail,12031,732,2021-08-02 22:50:51.675958872
CUST000472,UK,Retail,15221,770,2023-06-02 00:34:21.860439062
CUST000473,Singapore,Retail,19706,480,2018-04-23 14:40:12.008320569
CUST000474,USA,Retail,38211,547,2022-11-08 20:35:30.171809196
CUST000475,Singapore,SME,7030,578,2022-07-16 12:56:25.981960297
CUST000476,UAE,SME,11616,553,2019-08-15 21:28:13.893557787
CUST000477,Nigeria,Retail,758,480,2022-10-09 05:16:18.179742336
CUST000478,Singapore,Retail,782,808,2024-08-01 01:09:43.490728140
CUST000479,Singapore,Retail,14437,625,2018-04-30 15:09:13.443218946
CUST000480,Nigeria,Retail,2398,656,2020-03-28 08:24:26.384987831
CUST000481,UAE,SME,4635,690,2021-01-25 10:01:43.494171143
CUST000482,UK,Retail,7129,384,2024-04-18 09:48:34.943365335
CUST000483,Singapore,Retail,44436,616,2024-09-26 12:03:37.639838696
CUST000484,Nigeria,Retail,20084,511,2021-02-09 14:27:52.009152889
CUST000485,USA,SME,24051,814,2023-04-02 19:44:36.946831226
CUST000486,Nigeria,Retail,33880,683,2021-09-21 10:58:25.342963696
CUST000487,USA,Retail,47471,641,2021-10-07 02:39:47.301151752
CUST000488,UAE,Retail,17571,337,2019-12-13 02:24:39.746131897
CUST000489,UK,Retail,20574,810,2019-07-09 18:10:15.226228476
CUST000490,Nigeria,Retail,25688,719,2020-01-07 10:18:43.447199583
CUST000491,Singapore,Retail,2807,468,2021-11-23 12:44:13.737668753
CUST000492,UAE,Retail,40401,642,2018-03-16 13:11:43.640892744
CUST000493,Nigeria,Retail,11705,605,2024-05-08 20:03:11.582149982
CUST000494,Singapore,Retail,6406,841,2019-02-04 14:49:07.275542498
CUST000495,Nigeria,Retail,3091,836,2019-07-17 18:24:06.920075655
CUST000496,USA,Retail,15649,411,2021-08-18 05:34:20.626461029
CUST000497,Nigeria,Retail,45418,710,2022-12-21 18:19:22.730110168
CUST000498,Nigeria,SME,40451,505,2018-09-02 18:42:02.273595095
CUST000499,Nigeria,Retail,25650,484,2020-03-23 08:17:17.516667365
CUST000500,UAE,Retail,32352,681,2024-10-12 21:37:23.501593827
CUST000501,Nigeria,Retail,43370,795,2019-11-02 19:27:47.467487097
CUST000502,Singapore,Retail,1783,678,2020-03-11 11:15:40.688046694
CUST000503,USA,SME,34191,346,2023-11-09 22:14:21.740090847
CUST000504,USA,Retail,1625,827,2018-05-09 09:33:33.278327465
CUST000505,Nigeria,SME,2029,803,2021-04-03 00:22:51.396488190
CUST000506,UAE,Retail,26670,321,2020-08-28 16:19:17.763132334
CUST000507,UAE,Retail,8938,512,2020-03-20 12:17:46.615466833
CUST000508,Singapore,SME,20595,609,2020-01-01 12:48:45.674420834
CUST000509,Nigeria,SME,16654,571,2018-08-22 15:26:45.841464996
CUST000510,USA,SME,8504,501,2020-03-16 00:13:53.384347200
CUST000511,UAE,SME,10252,331,2018-04-21 02:02:23.459478617
CUST000512,Nigeria,Retail,43860,742,2023-06-20 22:11:25.382874012
CUST000513,UAE,SME,27319,461,2020-10-15 06:26:35.734614849
CUST000514,UAE,Retail,37132,553,2021-02-09 01:29:25.374510050
CUST000515,USA,SME,27015,820,2024-04-03 22:06:45.292577982
CUST000516,UK,Retail,24717,779,2022-08-10 15:31:05.698543549
CUST000517,Singapore,SME,23672,309,2018-01-21 14:34:15.794037104
CUST000518,Singapore,Retail,33494,804,2024-08-08 16:45:09.127757311
CUST000519,USA,Retail,15536,735,2019-08-30 09:04:53.717232704
CUST000520,UAE,Retail,12239,410,2018-10-03 04:04:02.245234966
CUST000521,Nigeria,SME,32720,452,2023-05-19 02:29:24.183160782
CUST000522,UAE,Retail,49916,401,2021-07-03 17:17:30.912391663
CUST000523,USA,Retail,10087,490,2021-01-14 03:37:55.543417215
CUST000524,Singapore,Retail,45017,380,2019-09-30 23:30:17.978293896
CUST000525,UAE,Retail,30629,788,2021-10-31 21:13:49.403534889
CUST000526,Singapore,SME,1145,387,2019-12-03 14:26:04.027460575
CUST000527,Nigeria,Retail,31430,493,2024-04-24 08:20:45.126444339
CUST000528,Singapore,SME,16799,403,2019-07-05 06:40:06.644159555
CUST000529,Singapore,Retail,30590,395,2024-03-11 07:06:24.743407249
CUST000530,UK,Retail,22453,722,2021-12-01 09:35:31.797731161
CUST000531,UK,SME,46943,497,2023-10-20 10:39:35.283179283
CUST000532,UK,Retail,26975,300,2022-12-28 17:55:59.066382408
CUST000533,Singapore,Retail,19388,706,2022-11-17 10:47:08.155141354
CUST000534,USA,Retail,44232,677,2020-04-09 08:27:12.695868731
CUST000535,Singapore,SME,16587,466,2019-08-22 01:47:12.806110144
CUST000536,USA,Retail,46805,808,2019-06-24 05:39:57.673132658
CUST000537,USA,SME,46537,612,2024-01-01 20:08:15.397558212
CUST000538,UK,SME,9846,717,2023-09-29 19:57:11.180359840
CUST000539,UAE,Retail,1087,776,2021-01-31 13:06:58.561413288
CUST000540,Nigeria,Retail,13263,372,2018-12-05 13:24:22.755781651
CUST000541,UK,Retail,42445,440,2020-09-04 10:03:22.317669630
CUST000542,UK,Retail,4579,561,2022-05-03 15:52:08.736506224
CUST000543,UAE,Retail,36616,639,2021-03-07 21:48:46.022852659
CUST000544,Nigeria,Retail,20715,607,2023-06-18 22:39:18.101752043
CUST000545,Singapore,Retail,26317,544,2024-12-25 22:07:02.481322765
CUST000546,Singapore,SME,25265,814,2019-05-04 17:23:38.414154768
CUST000547,UK,SME,30612,636,2021-03-21 07:51:05.403127193
CUST000548,Nigeria,SME,26056,375,2021-01-07 00:37:12.335077286
CUST000549,UK,Retail,18599,474,2020-02-18 14:05:51.899055481
CUST000550,USA,Retail,44053,408,2019-05-22 12:43:32.412326574
CUST000551,UK,Retail,45596,482,2018-06-17 23:23:37.697054625
CUST000552,UK,SME,6950,491,2024-03-18 08:44:17.733782053
CUST000553,Singapore,Retail,13730,364,2020-12-09 13:16:29.566610098
CUST000554,Singapore,SME,29509,773,2021-06-24 13:29:03.045519590
CUST000555,Singapore,Retail,5933,399,2024-06-02 14:53:58.610377789
CUST000556,USA,Retail,34366,843,2023-06-08 23:23:38.487115383
CUST000557,Singapore,SME,40364,427,2018-11-30 16:36:05.674836159
CUST000558,Nigeria,Retail,19210,751,2021-12-16 18:41:33.259747028
CUST000559,UAE,SME,11939,668,2021-02-04 20:08:15.739628315
CUST000560,Nigeria,SME,42355,342,2023-08-01 11:14:56.767248631
CUST000561,Nigeria,Retail,16521,718,2023-01-26 20:42:10.734660387
CUST000562,Singapore,Retail,6916,787,2022-11-01 08:49:06.032059193
CUST000563,UAE,Retail,7480,377,2020-05-20 18:33:19.669429064
CUST000564,UAE,SME,18558,569,2023-08-21 07:00:51.145709276
CUST000565,UAE,Retail,11601,614,2018-05-14 23:08:56.501035690
CUST000566,USA,Retail,41218,467,2019-02-13 03:51:39.423921347
CUST000567,Singapore,Retail,33102,638,2020-05-08 04:31:44.457990646
CUST000568,UAE,SME,9622,492,2018-07-16 09:31:08.556742668
CUST000569,USA,Retail,13076,752,2019-08-24 21:07:43.765496254
CUST000570,UK,SME,28016,582,2023-10-24 16:42:19.888618469
CUST000571,UK,SME,22933,635,2024-08-21 16:18:01.335965633
CUST000572,USA,Retail,1589,689,2020-02-18 20:50:14.528941870
CUST000573,USA,Retail,37846,824,2019-11-08 08:48:21.093073368
CUST000574,Singapore,SME,9627,539,2019-12-17 16:27:08.219011307
CUST000575,Singapore,Retail,10987,782,2019-12-12 03:03:53.829167604
CUST000576,UK,SME,655,757,2018-04-02 20:57:48.313399553
CUST000577,UAE,Retail,2458,388,2024-06-28 03:00:08.429930687
CUST000578,UK,Retail,11193,394,2019-07-01 10:13:39.186796427
CUST000579,UAE,SME,39612,751,2020-12-09 22:48:36.065619469
CUST000580,UAE,Retail,39047,727,2018-01-25 18:27:52.632171631
CUST000581,Singapore,Retail,29295,450,2024-01-03 18:59:16.869390726
CUST000582,Nigeria,Retail,21947,813,2023-02-13 13:39:50.092233658
CUST000583,Nigeria,Retail,37098,675,2024-08-17 20:31:27.719543457
CUST000584,USA,Retail,42314,321,2023-06-22 14:10:43.418368578
CUST000585,Singapore,Retail,25715,612,2020-03-13 03:32:28.433800220
CUST000586,UAE,SME,10294,818,2019-09-26 19:29:32.202405214
CUST000587,Nigeria,Retail,33709,505,2022-11-20 01:27:15.702949762
CUST000588,UAE,Retail,22924,674,2020-07-20 00:52:21.996639490
CUST000589,Nigeria,Retail,47746,750,2021-12-18 19:28:59.112143755
CUST000590,Nigeria,SME,37896,478,2018-01-17 00:00:30.535028696
CUST000591,Nigeria,Retail,6870,509,2018-06-08 05:48:06.266618729
CUST000592,Singapore,SME,10028,799,2021-09-30 22:27:35.331968069
CUST000593,UK,Retail,28776,763,2021-12-18 10:41:05.277231693
CUST000594,UAE,Retail,44833,423,2023-04-06 11:09:51.464091539
CUST000595,Singapore,Retail,8679,412,2018-12-04 10:26:51.844859838
CUST000596,Singapore,Retail,49281,311,2021-08-05 05:01:10.142349720
CUST000597,Singapore,Retail,17343,425,2019-05-13 04:51:46.956542015
CUST000598,Singapore,Retail,24452,630,2018-08-27 07:15:34.075164318
CUST000599,Singapore,SME,33660,582,2020-11-15 15:18:21.203669310
CUST000600,USA,Retail,45398,439,2019-02-22 15:38:36.311745405
CUST000601,UAE,Retail,30016,700,2019-07-22 02:18:59.175742388
CUST000602,Singapore,Retail,10949,396,2020-03-22 23:41:22.046753645
CUST000603,UAE,SME,21625,816,2019-10-26 06:08:50.556510448
CUST000604,USA,Retail,7918,368,2018-08-12 23:18:09.861149311
CUST000605,USA,Retail,23246,417,2018-08-18 21:58:48.412380695
CUST000606,UAE,Retail,2954,358,2019-05-10 03:19:48.410725594
CUST000607,Nigeria,SME,18261,332,2018-05-10 06:42:58.488123655
CUST000608,UK,Retail,15723,617,2022-05-21 20:24:51.780721188
CUST000609,Nigeria,Retail,7201,349,2020-01-05 16:39:57.379385948
CUST000610,Nigeria,SME,3097,788,2019-12-17 07:27:01.980188370
CUST000611,Nigeria,SME,641,318,2020-04-28 22:04:16.754819393
CUST000612,Singapore,Retail,3159,496,2022-08-22 18:28:54.320528030
CUST000613,USA,SME,21480,749,2024-02-05 05:03:36.139963865
CUST000614,Nigeria,Retail,9531,751,2023-04-25 23:38:48.757467985
CUST000615,USA,Retail,15537,588,2023-02-04 07:00:49.681632996
CUST000616,UAE,Retail,47238,440,2021-05-23 14:07:05.800630569
CUST000617,UK,Retail,38929,383,2022-11-10 01:27:33.911914110
CUST000618,UAE,Retail,6642,690,2021-11-14 09:55:15.605345726
CUST000619,UAE,SME,12609,514,2019-07-07 22:51:44.689503193
CUST000620,Singapore,Retail,22510,825,2019-06-18 08:39:03.425518036
CUST000621,UK,Retail,9287,514,2020-01-28 20:59:04.840520620
CUST000622,UAE,Retail,43364,702,2024-05-17 22:08:17.923471928
CUST000623,UAE,SME,8972,427,2021-10-31 17:45:14.127922772
CUST000624,UK,Retail,23883,776,2023-02-20 14:18:18.633062601
CUST000625,UK,Retail,4749,703,2020-06-05 03:37:04.700718880
CUST000626,UAE,Retail,48217,328,2020-11-08 12:42:05.091060638
CUST000627,UK,Retail,35018,637,2018-11-18 01:42:30.347319126
CUST000628,UAE,SME,18851,660,2019-03-15 00:01:44.297760963
CUST000629,UAE,SME,4588,691,2023-10-17 13:13:01.403655291
CUST000630,Singapore,Retail,15782,517,2022-02-04 10:22:37.738139868
CUST000631,Nigeria,SME,19830,501,2020-05-13 01:41:32.518889426
CUST000632,UAE,Retail,42909,316,2023-08-15 21:22:22.777099133
CUST000633,USA,SME,22278,621,2019-09-23 08:26:00.849090338
CUST000634,Nigeria,Retail,24764,817,2024-10-31 17:10:28.731710434
CUST000635,Nigeria,Retail,5575,624,2020-05-31 16:46:01.027801037
CUST000636,Nigeria,Retail,10912,711,2020-05-12 12:05:55.083669186
CUST000637,Singapore,Retail,48954,617,2020-03-08 13:24:35.348315477
CUST000638,UAE,Retail,28865,381,2018-11-09 05:44:22.233270168
CUST000639,Singapore,Retail,7730,773,2018-10-12 04:15:52.046895266
CUST000640,UAE,Retail,48700,767,2022-07-16 04:54:35.133444309
CUST000641,Singapore,SME,11502,724,2024-02-16 16:14:38.970377684
CUST000642,Singapore,Retail,14447,503,2023-07-15 08:39:45.627667427
CUST000643,USA,Retail,14186,686,2018-12-27 19:29:26.987648249
CUST000644,Singapore,SME,29804,397,2021-10-27 01:17:01.140487909
CUST000645,UK,Retail,13574,644,2018-09-27 23:56:31.176579952
CUST000646,USA,Retail,4993,507,2018-04-26 19:38:30.081290483
CUST000647,Singapore,Retail,34728,813,2022-08-06 09:05:14.707407951
CUST000648,Nigeria,SME,14640,465,2021-09-30 09:13:42.287864685
CUST000649,UK,Retail,32155,321,2018-07-29 17:37:46.250607252
CUST000650,UK,Retail,43972,453,2018-03-31 08:09:06.024393797
CUST000651,UK,SME,49937,738,2024-12-05 19:22:17.681174517
CUST000652,USA,SME,49916,594,2018-03-18 18:20:56.800767183
CUST000653,Singapore,Retail,7316,518,2021-02-10 15:48:35.399456024
CUST000654,Singapore,Retail,12139,794,2021-07-14 07:27:37.087650299
CUST000655,Nigeria,Retail,47692,529,2018-10-27 21:14:53.196783781
CUST000656,Nigeria,SME,47233,319,2019-03-09 06:58:59.589438677
CUST000657,UK,Retail,29992,447,2020-06-18 13:34:10.680205822
CUST000658,Nigeria,Retail,11740,407,2023-05-02 14:31:30.617328167
CUST000659,USA,SME,33198,702,2021-07-20 14:38:03.119029522
CUST000660,Singapore,Retail,27457,782,2022-06-20 02:45:44.055238247
CUST000661,UK,Retail,33308,666,2024-11-24 02:11:31.548496246
CUST000662,Nigeria,Retail,6327,713,2023-05-18 18:57:27.195483685
CUST000663,USA,Retail,33262,608,2021-01-15 15:53:47.104548931
CUST000664,USA,Retail,8759,433,2021-02-15 13:14:52.284518242
CUST000665,Nigeria,Retail,15349,582,2022-05-02 04:48:17.365868568
CUST000666,Singapore,Retail,16732,372,2022-08-29 08:07:55.596904755
CUST000667,Nigeria,Retail,41072,780,2021-07-04 07:37:41.148281336
CUST000668,UK,SME,24673,651,2022-07-07 21:50:36.678154945
CUST000669,Nigeria,Retail,5874,625,2018-03-02 04:08:31.621935844
CUST000670,USA,SME,21674,742,2021-01-03 13:05:45.281837463
CUST000671,Nigeria,Retail,24067,399,2019-12-15 05:52:18.668917656
CUST000672,Singapore,SME,35792,358,2018-11-27 07:10:38.480445147
CUST000673,UAE,SME,9777,807,2018-09-12 12:58:13.432976007
CUST000674,Nigeria,Retail,32100,557,2022-03-23 08:41:48.549987316
CUST000675,Singapore,SME,10385,712,2021-08-31 20:19:06.159581423
CUST000676,Singapore,SME,1278,751,2019-10-11 09:57:00.330599546
CUST000677,USA,Retail,29665,364,2021-04-19 05:15:47.544306040
CUST000678,Singapore,Retail,1992,453,2021-06-12 15:18:45.785210609
CUST000679,Singapore,Retail,30962,565,2019-05-14 15:18:40.001605034
CUST000680,Singapore,SME,14115,378,2022-07-26 09:38:49.277591228
CUST000681,Singapore,SME,45400,614,2023-06-20 19:27:32.625725746
CUST000682,UK,SME,43446,547,2023-07-17 18:32:04.478308678
CUST000683,UK,Retail,8351,713,2022-03-21 12:22:06.854194641
CUST000684,USA,SME,16788,324,2021-08-01 06:14:11.515296698
CUST000685,Nigeria,Retail,7656,583,2018-06-05 23:53:10.867038250
CUST000686,Singapore,Retail,2544,748,2020-01-06 23:37:52.132531166
CUST000687,Nigeria,Retail,7868,600,2018-08-27 11:52:55.725177765
CUST000688,Nigeria,Retail,20400,367,2024-09-30 11:53:59.052444696
CUST000689,USA,Retail,31100,306,2018-12-12 09:35:54.288897038
CUST000690,Singapore,Retail,46903,436,2019-01-24 02:09:12.066272736
CUST000691,Singapore,Retail,26134,463,2024-03-24 15:32:16.489340305
CUST000692,UAE,Retail,9668,382,2024-08-10 14:59:27.241379738
CUST000693,Nigeria,Retail,21461,719,2023-05-13 05:23:47.327164650
CUST000694,Nigeria,Retail,44596,372,2018-01-14 19:41:21.681399822
CUST000695,UK,Retail,46587,536,2018-01-04 10:37:04.641824722
CUST000696,UAE,Retail,24352,345,2020-08-24 19:17:16.945138693
CUST000697,UK,Retail,33610,561,2019-01-02 15:53:13.440582514
CUST000698,UK,Retail,32674,475,2018-02-17 00:19:14.777613163
CUST000699,UK,Retail,34715,465,2021-04-01 14:50:40.543352365
CUST000700,USA,Retail,27455,669,2024-08-08 09:49:21.072255611
CUST000701,USA,Retail,7081,353,2020-04-08 00:09:34.821404696
CUST000702,UK,Retail,45119,718,2022-08-18 12:52:52.153724194
CUST000703,UAE,SME,6817,806,2022-07-26 18:22:44.943713903
CUST000704,Nigeria,Retail,43356,640,2019-10-05 00:17:01.686206341
CUST000705,UAE,Retail,46214,426,2022-07-22 03:17:48.011362553
CUST000706,Singapore,Retail,27149,708,2019-06-27 22:30:40.802536488
CUST000707,USA,Retail,23632,666,2018-11-08 23:21:03.442991495
CUST000708,Nigeria,Retail,17289,570,2022-11-29 10:29:22.085617542
CUST000709,Nigeria,Retail,15067,678,2018-10-18 01:38:09.830519438
CUST000710,Singapore,Retail,15368,372,2024-12-24 02:19:29.735009670
CUST000711,Singapore,Retail,24870,547,2019-04-15 02:06:25.033634186
CUST000712,UK,Retail,43033,342,2022-02-28 05:17:52.201097727
CUST000713,USA,SME,30983,676,2020-11-17 21:14:04.914412022
CUST000714,USA,SME,12966,340,2018-11-20 04:04:55.092687607
CUST000715,UAE,SME,29303,469,2018-03-13 04:43:29.712758541
CUST000716,UK,SME,18730,511,2022-05-12 07:50:04.919087648
CUST000717,UK,Retail,18362,792,2023-08-25 21:05:53.428599834
CUST000718,UK,Retail,43855,338,2023-11-24 00:49:01.615245104
CUST000719,UK,Retail,31759,668,2021-05-19 07:09:37.496827126
CUST000720,USA,Retail,34039,450,2023-06-11 22:53:13.596175194
CUST000721,USA,SME,22409,410,2022-09-17 11:16:58.396530151
CUST000722,UK,Retail,31295,779,2023-01-26 22:03:06.636840582
CUST000723,UAE,SME,49568,735,2021-06-13 13:48:56.708828211
CUST000724,Nigeria,Retail,9270,346,2022-06-08 15:12:42.030643940
CUST000725,Nigeria,SME,11593,665,2023-08-22 17:30:51.351607800
CUST000726,UAE,Retail,47071,368,2020-10-14 09:21:21.908100128
CUST000727,UK,Retail,693,598,2023-08-23 21:18:47.478390694
CUST000728,USA,Retail,35275,595,2022-02-22 18:53:22.589805126
CUST000729,Nigeria,Retail,18069,502,2019-03-01 05:00:50.628911018
CUST000730,Singapore,Retail,11690,360,2018-03-05 02:49:02.498009920
CUST000731,Singapore,Retail,43252,613,2020-07-16 13:27:46.617462635
CUST000732,UAE,SME,32827,460,2021-10-29 21:39:36.989603281
CUST000733,UK,Retail,42570,630,2023-11-18 10:05:43.346485138
CUST000734,Nigeria,Retail,20889,827,2018-11-22 23:32:28.387847900
CUST000735,UK,Retail,40697,637,2023-08-09 03:03:47.320725203
CUST000736,Nigeria,SME,2761,603,2024-01-16 17:08:20.900592804
CUST000737,UAE,Retail,28869,802,2019-01-21 07:23:22.928161860
CUST000738,UAE,Retail,27012,637,2023-12-18 12:38:24.673420668
CUST000739,Singapore,Retail,7216,849,2024-12-10 03:31:21.184955359
CUST000740,UK,Retail,21759,574,2023-02-02 12:38:43.381565571
CUST000741,Singapore,Retail,29433,463,2023-06-30 15:44:45.003249168
CUST000742,UK,Retail,42189,742,2024-12-17 17:16:34.102390528
CUST000743,Singapore,Retail,4878,618,2022-03-29 05:10:24.176194429
CUST000744,USA,SME,41083,803,2020-02-27 06:22:17.369663477
CUST000745,USA,Retail,47046,686,2023-11-12 13:35:32.012085915
CUST000746,USA,Retail,20335,793,2022-04-21 05:45:47.499601603
CUST000747,USA,Retail,29533,789,2022-01-26 02:48:02.746467590
CUST000748,Nigeria,SME,24500,372,2019-10-11 13:06:24.374827862
CUST000749,USA,Retail,45996,808,2023-04-18 22:43:17.240745306
CUST000750,UAE,SME,10832,689,2018-07-28 19:45:26.585936546
CUST000751,UAE,Retail,43104,594,2024-06-21 09:38:56.257896423
CUST000752,Nigeria,Retail,3300,668,2020-04-13 03:08:02.906027079
CUST000753,USA,Retail,30038,848,2018-11-23 17:16:29.612698078
CUST000754,USA,SME,30619,486,2021-02-05 03:08:57.852345228
CUST000755,USA,Retail,8833,744,2018-04-19 14:17:36.208517790
CUST000756,Singapore,SME,5910,662,2022-10-17 14:08:25.042748928
CUST000757,UK,SME,18339,422,2024-04-27 05:13:54.354038239
CUST000758,Singapore,Retail,31019,487,2023-11-11 21:09:22.399473667
CUST000759,UK,Retail,6308,719,2018-11-22 16:24:35.447578430
CUST000760,USA,Retail,7296,551,2018-11-19 21:00:25.711298227
CUST000761,USA,Retail,21680,848,2023-09-11 22:50:50.320591450
CUST000762,Singapore,SME,43556,634,2024-06-21 07:38:10.765838385
CUST000763,Singapore,SME,18209,391,2021-03-23 22:23:10.021997690
CUST000764,UK,Retail,18043,829,2021-06-29 20:51:34.209950447
CUST000765,UAE,Retail,37918,362,2020-03-24 19:06:17.840733290
CUST000766,UK,SME,29575,811,2024-04-05 15:15:42.397774696
CUST000767,Singapore,Retail,38255,438,2022-07-08 00:24:05.371132612
CUST000768,Singapore,SME,48468,484,2020-01-08 01:25:22.035385370
CUST000769,Nigeria,Retail,37965,504,2020-02-03 23:42:26.031086445
CUST000770,Singapore,Retail,31002,513,2024-03-28 19:09:57.901561737
CUST000771,Nigeria,Retail,17224,555,2018-02-04 20:41:34.004588842
CUST000772,UAE,Retail,4328,434,2020-04-05 05:05:03.534317970
CUST000773,UK,Retail,17587,387,2021-11-18 11:45:38.926390171
CUST000774,UK,Retail,13105,506,2019-01-14 23:48:33.170800924
CUST000775,Nigeria,Retail,31837,428,2018-08-24 11:54:58.851793528
